[INFO] [1789097395.493044301] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789097395.493128136] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097395.493136239] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097395.493142202] [lidar_inertial_odometer]:   ring   : selection=all band=[30,63] -> 34/64 ch (dropped 0 above + 30 below)
[INFO] [1789097395.493149136] [lidar_inertial_odometer]:   normal : loam_curvature
[INFO] [1789097401.019136827] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097406.091298661] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401239.759 | feat 3744/8160 | map   4318 | icp ok  iter  4 corr  3113 rms 0.0407   15.66 ms | p=(  243.73   115.84   5.00) v=6.83 m/s
[lio] t=1317401239.863 | feat 3722/8160 | map   4318 | icp ok  iter  4 corr  3033 rms 0.0381   15.49 ms | p=(  243.06   115.75   5.00) v=6.47 m/s [KF]
[lio] t=1317401239.967 | feat 3454/8160 | map   4155 | icp ok  iter  4 corr  2772 rms 0.0313   15.80 ms | p=(  242.40   115.66   5.02) v=6.20 m/s
[lio] t=1317401240.071 | feat 3709/8160 | map   4155 | icp ok  iter  4 corr  3055 rms 0.0327   15.76 ms | p=(  241.79   115.58   5.03) v=5.89 m/s [KF]
[lio] t=1317401240.175 | feat 3701/8160 | map   4033 | icp ok  iter  4 corr  3074 rms 0.0347   12.98 ms | p=(  241.17   115.49   5.05) v=5.75 m/s
[lio] t=1317401240.279 | feat 3822/8160 | map   4033 | icp ok  iter  4 corr  3099 rms 0.0337   14.56 ms | p=(  240.60   115.42   5.06) v=5.39 m/s [KF]
[lio] t=1317401240.383 | feat 3822/8160 | map   3948 | icp ok  iter  3 corr  3151 rms 0.0332   10.35 ms | p=(  240.06   115.34   5.08) v=5.11 m/s
[lio] t=1317401240.487 | feat 3926/8160 | map   3948 | icp ok  iter  4 corr  3244 rms 0.0338   14.83 ms | p=(  239.54   115.26   5.10) v=4.87 m/s [KF]
[lio] t=1317401240.591 | feat 3704/8160 | map   3906 | icp ok  iter  4 corr  2991 rms 0.0358   14.75 ms | p=(  239.07   115.19   5.10) v=4.53 m/s
[lio] t=1317401240.695 | feat 3709/8160 | map   3906 | icp ok  iter  4 corr  2998 rms 0.0363   13.88 ms | p=(  238.60   115.11   5.11) v=4.40 m/s
[lio] t=1317401240.799 | feat 3699/8160 | map   3906 | icp ok  iter  4 corr  2897 rms 0.0321   15.62 ms | p=(  238.18   115.05   5.12) v=3.99 m/s [KF]
[lio] t=1317401240.903 | feat 3728/8160 | map   3897 | icp ok  iter  4 corr  2976 rms 0.0290   13.68 ms | p=(  237.76   114.97   5.13) v=3.91 m/s
[lio] t=1317401241.006 | feat 3633/8160 | map   3897 | icp ok  iter  3 corr  2877 rms 0.0309   11.07 ms | p=(  237.37   114.90   5.13) v=3.73 m/s
[lio] t=1317401241.110 | feat 3843/8160 | map   3897 | icp ok  iter  5 corr  3050 rms 0.0323   18.38 ms | p=(  236.98   114.82   5.14) v=3.66 m/s [KF]
[lio] t=1317401241.214 | feat 3884/8160 | map   3926 | icp ok  iter  6 corr  3307 rms 0.0289   23.85 ms | p=(  236.64   114.75   5.15) v=3.35 m/s
[lio] t=1317401241.318 | feat 3861/8160 | map   3926 | icp ok  iter  3 corr  3137 rms 0.0294   10.71 ms | p=(  236.30   114.68   5.16) v=3.31 m/s
[lio] t=1317401241.422 | feat 3927/8160 | map   3926 | icp ok  iter  4 corr  3217 rms 0.0283   15.48 ms | p=(  235.96   114.61   5.17) v=3.24 m/s [KF]
[lio] t=1317401241.526 | feat 3954/8160 | map   3983 | icp ok  iter  3 corr  3248 rms 0.0306   12.94 ms | p=(  235.61   114.52   5.18) v=3.30 m/s
[lio] t=1317401241.630 | feat 3886/8160 | map   3983 | icp ok  iter  5 corr  3206 rms 0.0285   17.94 ms | p=(  235.34   114.47   5.18) v=2.81 m/s
[lio] t=1317401241.734 | feat 3894/8160 | map   3983 | icp ok  iter  4 corr  3242 rms 0.0274   16.80 ms | p=(  234.99   114.37   5.19) v=3.15 m/s
[lio] t=1317401241.838 | feat 4031/8160 | map   3983 | icp ok  iter  4 corr  3446 rms 0.0276   18.26 ms | p=(  234.74   114.31   5.19) v=2.66 m/s [KF]
[lio] t=1317401241.942 | feat 3988/8160 | map   4075 | icp ok  iter  5 corr  3545 rms 0.0225   19.44 ms | p=(  234.44   114.22   5.20) v=2.81 m/s
[lio] t=1317401242.046 | feat 4074/8160 | map   4075 | icp ok  iter  4 corr  3593 rms 0.0230   15.78 ms | p=(  234.18   114.14   5.20) v=2.64 m/s
[lio] t=1317401242.150 | feat 4134/8160 | map   4075 | icp ok  iter  4 corr  3622 rms 0.0236   16.91 ms | p=(  233.92   114.06   5.21) v=2.57 m/s
[lio] t=1317401242.254 | feat 4158/8160 | map   4075 | icp ok  iter 12 corr  3693 rms 0.0255   54.19 ms | p=(  233.67   113.98   5.21) v=2.50 m/s [KF]
[lio] t=1317401242.358 | feat 4005/8160 | map   4141 | icp ok  iter  4 corr  3525 rms 0.0244   15.40 ms | p=(  233.42   113.88   5.23) v=2.51 m/s
[lio] t=1317401242.461 | feat 3943/8160 | map   4141 | icp ok  iter  3 corr  3451 rms 0.0222   12.82 ms | p=(  233.18   113.79   5.24) v=2.48 m/s
[lio] t=1317401242.565 | feat 4004/8160 | map   4141 | icp ok  iter  4 corr  3497 rms 0.0241   15.85 ms | p=(  232.96   113.69   5.25) v=2.37 m/s
[lio] t=1317401242.669 | feat 3983/8160 | map   4141 | icp ok  iter 12 corr  3485 rms 0.0274   47.84 ms | p=(  232.74   113.58   5.25) v=2.35 m/s [KF]
[lio] t=1317401242.773 | feat 4115/8160 | map   4295 | icp ok  iter  4 corr  3733 rms 0.0263   18.91 ms | p=(  232.51   113.47   5.27) v=2.34 m/s
[lio] t=1317401242.877 | feat 4037/8160 | map   4295 | icp ok  iter  4 corr  3605 rms 0.0271   18.63 ms | p=(  232.31   113.37   5.28) v=2.20 m/s
[lio] t=1317401242.980 | feat 4019/8160 | map   4295 | icp ok  iter  3 corr  3590 rms 0.0288   11.51 ms | p=(  232.10   113.25   5.28) v=2.26 m/s
[lio] t=1317401243.084 | feat 4053/8160 | map   4295 | icp ok  iter  3 corr  3643 rms 0.0273   16.20 ms | p=(  231.87   113.12   5.29) v=2.43 m/s
[lio] t=1317401243.188 | feat 4004/8160 | map   4295 | icp ok  iter  3 corr  3581 rms 0.0263   15.01 ms | p=(  231.66   112.98   5.29) v=2.50 m/s [KF]
[lio] t=1317401243.292 | feat 4034/8160 | map   4396 | icp ok  iter  4 corr  3674 rms 0.0223   16.54 ms | p=(  231.47   112.84   5.29) v=2.41 m/s
[lio] t=1317401243.395 | feat 4120/8160 | map   4396 | icp ok  iter  4 corr  3707 rms 0.0247   16.77 ms | p=(  231.25   112.67   5.29) v=2.64 m/s
[lio] t=1317401243.499 | feat 3977/8160 | map   4396 | icp ok  iter  3 corr  3527 rms 0.0277   14.76 ms | p=(  231.01   112.49   5.29) v=2.84 m/s
[lio] t=1317401243.603 | feat 4163/8160 | map   4396 | icp ok  iter  3 corr  3700 rms 0.0273   14.07 ms | p=(  230.81   112.32   5.29) v=2.75 m/s [KF]
[lio] t=1317401243.707 | feat 3995/8160 | map   4481 | icp ok  iter  3 corr  3627 rms 0.0247   12.95 ms | p=(  230.59   112.12   5.30) v=2.89 m/s
[lio] t=1317401243.810 | feat 4063/8160 | map   4481 | icp ok  iter  4 corr  3624 rms 0.0248   18.22 ms | p=(  230.34   111.89   5.30) v=3.23 m/s
[lio] t=1317401243.914 | feat 4039/8160 | map   4481 | icp ok  iter  4 corr  3597 rms 0.0267   16.46 ms | p=(  230.10   111.65   5.32) v=3.31 m/s
[lio] t=1317401244.018 | feat 4096/8160 | map   4481 | icp ok  iter  4 corr  3651 rms 0.0331   16.23 ms | p=(  229.89   111.38   5.31) v=3.39 m/s [KF]
[lio] t=1317401244.121 | feat 3894/8160 | map   4545 | icp ok  iter  5 corr  3475 rms 0.0235   20.31 ms | p=(  229.66   111.09   5.32) v=3.59 m/s
[lio] t=1317401244.225 | feat 3786/8160 | map   4545 | icp ok  iter  5 corr  3334 rms 0.0267   20.19 ms | p=(  229.44   110.80   5.32) v=3.66 m/s
[lio] t=1317401244.329 | feat 3731/8160 | map   4545 | icp ok  iter 12 corr  3210 rms 0.0220   45.68 ms | p=(  229.22   110.46   5.33) v=3.89 m/s [KF]
[lio] t=1317401244.433 | feat 3789/8160 | map   4585 | icp ok  iter  4 corr  3401 rms 0.0220   17.07 ms | p=(  229.01   110.12   5.33) v=3.92 m/s
[lio] t=1317401244.536 | feat 4006/8160 | map   4585 | icp ok  iter  4 corr  3571 rms 0.0287   16.73 ms | p=(  228.79   109.75   5.35) v=4.18 m/s
[lio] t=1317401244.640 | feat 4013/8160 | map   4585 | icp ok  iter  4 corr  3548 rms 0.0327   16.85 ms | p=(  228.60   109.39   5.36) v=4.17 m/s [KF]
[lio] t=1317401244.744 | feat 3832/8160 | map   4672 | icp ok  iter  5 corr  3453 rms 0.0312   20.56 ms | p=(  228.40   108.94   5.36) v=4.59 m/s
[lio] t=1317401244.848 | feat 3989/8160 | map   4672 | icp ok  iter  4 corr  3533 rms 0.0341   17.68 ms | p=(  228.24   108.53   5.37) v=4.52 m/s
[lio] t=1317401244.952 | feat 4082/8160 | map   4672 | icp ok  iter 12 corr  3620 rms 0.0372   55.09 ms | p=(  228.07   108.03   5.38) v=5.05 m/s [KF]
[lio] t=1317401245.056 | feat 3836/8160 | map   4746 | icp ok  iter  4 corr  3345 rms 0.0324   18.07 ms | p=(  227.91   107.50   5.39) v=5.31 m/s
[lio] t=1317401245.160 | feat 4104/8160 | map   4746 | icp ok  iter 12 corr  3599 rms 0.0320   49.82 ms | p=(  227.75   107.08   5.39) v=4.82 m/s
[lio] t=1317401245.264 | feat 4000/8160 | map   4746 | icp ok  iter  6 corr  3443 rms 0.0313   25.56 ms | p=(  227.59   106.51   5.39) v=5.52 m/s [KF]
[lio] t=1317401245.368 | feat 3906/8160 | map   4820 | icp ok  iter  6 corr  3406 rms 0.0311   26.66 ms | p=(  227.44   105.93   5.39) v=5.76 m/s
[lio] t=1317401245.472 | feat 4034/8160 | map   4820 | icp ok  iter  5 corr  3431 rms 0.0367   19.99 ms | p=(  227.29   105.33   5.40) v=6.01 m/s [KF]
[lio] t=1317401245.576 | feat 4096/8160 | map   4899 | icp ok  iter  6 corr  3522 rms 0.0326   26.50 ms | p=(  227.14   104.71   5.41) v=6.20 m/s
[lio] t=1317401245.680 | feat 3885/8160 | map   4899 | icp ok  iter  5 corr  3280 rms 0.0342   21.44 ms | p=(  227.00   104.11   5.42) v=6.09 m/s [KF]
[lio] t=1317401245.784 | feat 3713/8160 | map   4995 | icp ok  iter  5 corr  3327 rms 0.0321   20.37 ms | p=(  226.89   103.46   5.43) v=6.25 m/s
[lio] t=1317401245.888 | feat 3884/8160 | map   4995 | icp ok  iter  4 corr  3444 rms 0.0367   17.35 ms | p=(  226.79   102.82   5.43) v=6.22 m/s [KF]
[lio] t=1317401245.992 | feat 3811/8160 | map   5062 | icp ok  iter  3 corr  3467 rms 0.0341   13.27 ms | p=(  226.70   102.19   5.44) v=6.10 m/s
[lio] t=1317401246.096 | feat 4290/8160 | map   5062 | icp ok  iter  3 corr  3510 rms 0.0627   13.96 ms | p=(  226.65   101.60   5.44) v=5.76 m/s [KF]
[lio] t=1317401246.200 | feat 4170/8160 | map   5163 | icp ok  iter 12 corr  3696 rms 0.0489   63.32 ms | p=(  226.62   100.85   5.44) v=6.59 m/s
[lio] t=1317401246.304 | feat 4087/8160 | map   5163 | icp ok  iter  4 corr  3543 rms 0.0567   18.38 ms | p=(  226.59   100.26   5.45) v=5.92 m/s [KF]
[lio] t=1317401246.408 | feat 4361/8160 | map   5308 | icp ok  iter  5 corr  3806 rms 0.0361   24.40 ms | p=(  226.59    99.75   5.45) v=5.26 m/s
[lio] t=1317401246.512 | feat 4484/8160 | map   5308 | icp ok  iter  4 corr  3971 rms 0.0418   20.66 ms | p=(  226.60    99.18   5.45) v=5.38 m/s [KF]
[lio] t=1317401246.616 | feat 4479/8160 | map   5456 | icp ok  iter  6 corr  4091 rms 0.0666   31.19 ms | p=(  226.63    98.56   5.45) v=5.71 m/s
[lio] t=1317401246.720 | feat 4510/8160 | map   5456 | icp ok  iter  4 corr  4142 rms 0.0366   19.27 ms | p=(  226.66    98.00   5.45) v=5.54 m/s [KF]
[lio] t=1317401246.824 | feat 4396/8160 | map   5580 | icp ok  iter  5 corr  4054 rms 0.0319   24.92 ms | p=(  226.71    97.41   5.45) v=5.58 m/s
[lio] t=1317401246.929 | feat 4570/8160 | map   5580 | icp ok  iter  5 corr  4228 rms 0.0629   24.44 ms | p=(  226.77    96.82   5.45) v=5.65 m/s [KF]
[lio] t=1317401247.033 | feat 4726/8160 | map   5662 | icp ok  iter  4 corr  4411 rms 0.0526   24.76 ms | p=(  226.85    96.43   5.45) v=4.53 m/s
[lio] t=1317401247.137 | feat 4711/8160 | map   5662 | icp ok  iter  4 corr  4335 rms 0.0531   22.23 ms | p=(  226.91    95.83   5.46) v=5.26 m/s [KF]
[lio] t=1317401247.241 | feat 4488/8160 | map   5740 | icp ok  iter  4 corr  4039 rms 0.0391   22.06 ms | p=(  227.00    95.30   5.46) v=5.20 m/s
[lio] t=1317401247.345 | feat 4263/8160 | map   5740 | icp ok  iter 12 corr  3861 rms 0.0405   65.71 ms | p=(  227.04    94.56   5.47) v=6.35 m/s [KF]
[lio] t=1317401247.449 | feat 4570/8160 | map   5805 | icp ok  iter  6 corr  4025 rms 0.0342   25.16 ms | p=(  227.13    94.01   5.47) v=5.75 m/s
[lio] t=1317401247.553 | feat 4605/8160 | map   5805 | icp ok  iter  4 corr  4023 rms 0.0546   23.63 ms | p=(  227.20    93.40   5.48) v=5.87 m/s [KF]
[lio] t=1317401247.657 | feat 4219/8160 | map   5862 | icp ok  iter  5 corr  3863 rms 0.0311   24.59 ms | p=(  227.29    92.80   5.48) v=5.92 m/s
[lio] t=1317401247.762 | feat 4605/8160 | map   5862 | icp ok  iter  4 corr  4275 rms 0.0330   19.38 ms | p=(  227.40    92.19   5.48) v=6.00 m/s [KF]
[lio] t=1317401247.866 | feat 4603/8160 | map   5905 | icp ok  iter  4 corr  4233 rms 0.0355   25.44 ms | p=(  227.50    91.62   5.47) v=5.85 m/s
[lio] t=1317401247.970 | feat 4524/8160 | map   5905 | icp ok  iter  5 corr  4132 rms 0.0356   27.44 ms | p=(  227.61    90.97   5.48) v=6.21 m/s [KF]
[lio] t=1317401248.074 | feat 4431/8160 | map   5968 | icp ok  iter  4 corr  4074 rms 0.0334   22.26 ms | p=(  227.72    90.30   5.48) v=6.47 m/s
[lio] t=1317401248.178 | feat 4458/8160 | map   5968 | icp ok  iter  5 corr  4056 rms 0.0331   27.09 ms | p=(  227.84    89.63   5.48) v=6.60 m/s [KF]
[lio] t=1317401248.282 | feat 4366/8160 | map   6013 | icp ok  iter  4 corr  4045 rms 0.0335   21.20 ms | p=(  227.96    88.98   5.49) v=6.57 m/s
[lio] t=1317401248.386 | feat 4513/8160 | map   6013 | icp ok  iter  4 corr  4179 rms 0.0421   20.17 ms | p=(  228.09    88.27   5.49) v=6.84 m/s [KF]
[lio] t=1317401248.490 | feat 4381/8160 | map   6032 | icp ok  iter  4 corr  4008 rms 0.0322   20.27 ms | p=(  228.21    87.59   5.49) v=6.83 m/s
[lio] t=1317401248.594 | feat 4285/8160 | map   6032 | icp ok  iter  4 corr  3920 rms 0.0347   19.06 ms | p=(  228.34    86.85   5.49) v=7.17 m/s [KF]
[lio] t=1317401248.698 | feat 4474/8160 | map   6062 | icp ok  iter  4 corr  4071 rms 0.0343   20.29 ms | p=(  228.48    86.12   5.50) v=7.22 m/s
[lio] t=1317401248.802 | feat 4552/8160 | map   6062 | icp ok  iter  5 corr  4024 rms 0.0455   26.57 ms | p=(  228.62    85.39   5.50) v=7.29 m/s [KF]
[lio] t=1317401248.906 | feat 4652/8160 | map   6082 | icp ok  iter  7 corr  4159 rms 0.0384   39.22 ms | p=(  228.78    84.64   5.50) v=7.41 m/s
[lio] t=1317401249.010 | feat 4626/8160 | map   6082 | icp ok  iter  4 corr  4071 rms 0.0393   21.41 ms | p=(  228.92    83.86   5.51) v=7.63 m/s [KF]
[lio] t=1317401249.114 | feat 4660/8160 | map   6088 | icp ok  iter  5 corr  4155 rms 0.0336   25.66 ms | p=(  229.08    83.08   5.51) v=7.78 m/s
[lio] t=1317401249.218 | feat 4335/8160 | map   6088 | icp ok  iter  4 corr  3839 rms 0.0342   18.00 ms | p=(  229.24    82.28   5.52) v=7.89 m/s [KF]
[lio] t=1317401249.322 | feat 4397/8160 | map   6073 | icp ok  iter  4 corr  3814 rms 0.0339   20.82 ms | p=(  229.41    81.47   5.53) v=8.00 m/s
[lio] t=1317401249.426 | feat 4374/8160 | map   6073 | icp ok  iter  7 corr  3819 rms 0.0343   32.59 ms | p=(  229.57    80.65   5.54) v=8.10 m/s [KF]
[lio] t=1317401249.530 | feat 4637/8160 | map   6018 | icp ok  iter  4 corr  3991 rms 0.0396   20.12 ms | p=(  229.76    79.90   5.54) v=7.82 m/s
[lio] t=1317401249.634 | feat 4529/8160 | map   6018 | icp ok  iter  4 corr  3905 rms 0.0386   17.92 ms | p=(  229.93    79.04   5.55) v=8.26 m/s [KF]
[lio] t=1317401249.738 | feat 4530/8160 | map   5995 | icp ok  iter  5 corr  3941 rms 0.0386   23.39 ms | p=(  230.08    78.06   5.56) v=9.15 m/s
[lio] t=1317401249.842 | feat 4505/8160 | map   5995 | icp ok  iter  5 corr  3811 rms 0.0371   22.78 ms | p=(  230.26    77.21   5.57) v=8.77 m/s [KF]
[lio] t=1317401249.946 | feat 4538/8160 | map   5922 | icp ok  iter  5 corr  3981 rms 0.0380   23.89 ms | p=(  230.47    76.36   5.58) v=8.64 m/s
[lio] t=1317401250.050 | feat 4495/8160 | map   5922 | icp ok  iter  5 corr  3847 rms 0.0368   25.40 ms | p=(  230.66    75.44   5.58) v=8.96 m/s [KF]
[lio] t=1317401250.154 | feat 4896/8160 | map   5839 | icp ok  iter  4 corr  4293 rms 0.0391   22.21 ms | p=(  230.86    74.55   5.59) v=8.94 m/s
[lio] t=1317401250.258 | feat 4553/8160 | map   5839 | icp ok  iter  4 corr  3863 rms 0.0397   19.49 ms | p=(  231.09    73.62   5.59) v=9.17 m/s [KF]
[lio] t=1317401250.362 | feat 4462/8160 | map   5752 | icp ok  iter  5 corr  3728 rms 0.0327   21.92 ms | p=(  231.31    72.67   5.60) v=9.36 m/s
[lio] t=1317401250.466 | feat 5069/8160 | map   5752 | icp ok  iter  4 corr  3839 rms 0.0351   17.43 ms | p=(  231.55    71.73   5.60) v=9.47 m/s [KF]
[lio] t=1317401250.570 | feat 4225/8160 | map   5714 | icp ok  iter  4 corr  3439 rms 0.0316   16.43 ms | p=(  231.77    70.77   5.62) v=9.55 m/s
[lio] t=1317401250.674 | feat 4692/8160 | map   5714 | icp ok  iter  4 corr  3791 rms 0.0328   16.63 ms | p=(  232.01    69.81   5.63) v=9.57 m/s [KF]
[lio] t=1317401250.778 | feat 4329/8160 | map   5652 | icp ok  iter  3 corr  3609 rms 0.0322   14.11 ms | p=(  232.25    68.84   5.65) v=9.68 m/s [KF]
[lio] t=1317401250.882 | feat 4246/8160 | map   5559 | icp ok  iter  4 corr  3487 rms 0.0329   16.38 ms | p=(  232.49    67.84   5.65) v=9.86 m/s [KF]
[lio] t=1317401250.986 | feat 3737/8160 | map   5515 | icp ok  iter  6 corr  2950 rms 0.0369   21.03 ms | p=(  232.73    66.83   5.66) v=9.96 m/s [KF]
[lio] t=1317401251.090 | feat 3726/8160 | map   5463 | icp ok  iter  5 corr  2891 rms 0.0336   18.37 ms | p=(  232.97    65.83   5.67) v=9.95 m/s [KF]
[lio] t=1317401251.194 | feat 3764/8160 | map   5424 | icp ok  iter  4 corr  3073 rms 0.0335   14.42 ms | p=(  233.20    64.83   5.68) v=9.92 m/s [KF]
[lio] t=1317401251.298 | feat 3492/8160 | map   5357 | icp ok  iter  5 corr  2860 rms 0.0321   16.94 ms | p=(  233.43    63.78   5.69) v=10.22 m/s [KF]
[lio] t=1317401251.402 | feat 3752/8160 | map   5290 | icp ok  iter  3 corr  3174 rms 0.0319   10.53 ms | p=(  233.65    62.75   5.69) v=10.18 m/s [KF]
[lio] t=1317401251.506 | feat 3746/8160 | map   5269 | icp ok  iter  5 corr  3135 rms 0.0362   16.90 ms | p=(  233.86    61.77   5.70) v=9.87 m/s [KF]
[lio] t=1317401251.610 | feat 3637/8160 | map   5182 | icp ok  iter  6 corr  3081 rms 0.0354   23.68 ms | p=(  234.06    60.69   5.71) v=10.28 m/s [KF]
[lio] t=1317401251.714 | feat 3751/8160 | map   5115 | icp ok  iter  4 corr  3228 rms 0.0317   16.48 ms | p=(  234.24    59.68   5.71) v=10.09 m/s [KF]
[lio] t=1317401251.818 | feat 3490/8160 | map   5069 | icp ok  iter  4 corr  2919 rms 0.0306   13.61 ms | p=(  234.41    58.63   5.72) v=10.15 m/s [KF]
[lio] t=1317401251.922 | feat 3903/8160 | map   5000 | icp ok  iter  5 corr  3430 rms 0.0386   20.78 ms | p=(  234.57    57.57   5.72) v=10.25 m/s [KF]
[lio] t=1317401252.026 | feat 3794/8160 | map   4957 | icp ok  iter  5 corr  3395 rms 0.0368   19.17 ms | p=(  234.72    56.54   5.73) v=10.13 m/s [KF]
[lio] t=1317401252.130 | feat 3525/8160 | map   4899 | icp ok  iter  4 corr  3136 rms 0.0323   15.45 ms | p=(  234.85    55.49   5.73) v=10.20 m/s [KF]
[lio] t=1317401252.234 | feat 3874/8160 | map   4843 | icp ok  iter  5 corr  3361 rms 0.0370   18.45 ms | p=(  234.97    54.43   5.73) v=10.25 m/s [KF]
[lio] t=1317401252.338 | feat 3518/8160 | map   4788 | icp ok  iter  5 corr  2968 rms 0.0382   16.55 ms | p=(  235.08    53.34   5.75) v=10.42 m/s [KF]
[lio] t=1317401252.442 | feat 4056/8160 | map   4759 | icp ok  iter  4 corr  3619 rms 0.0369   19.35 ms | p=(  235.20    52.28   5.76) v=10.39 m/s [KF]
[lio] t=1317401252.546 | feat 3747/8160 | map   4652 | icp ok  iter  6 corr  3331 rms 0.0412   25.78 ms | p=(  235.29    51.23   5.77) v=10.26 m/s [KF]
[lio] t=1317401252.650 | feat 3912/8160 | map   4602 | icp ok  iter  5 corr  3487 rms 0.0347   20.72 ms | p=(  235.40    50.13   5.77) v=10.51 m/s [KF]
[lio] t=1317401252.753 | feat 4105/8160 | map   4556 | icp ok  iter  4 corr  3646 rms 0.0424   18.54 ms | p=(  235.45    49.05   5.78) v=10.54 m/s [KF]
[lio] t=1317401252.857 | feat 3969/8160 | map   4525 | icp ok  iter  4 corr  3441 rms 0.0325   17.75 ms | p=(  235.60    47.98   5.79) v=10.47 m/s [KF]
[lio] t=1317401252.961 | feat 4133/8160 | map   4501 | icp ok  iter  4 corr  3622 rms 0.0369   15.65 ms | p=(  235.70    46.89   5.79) v=10.52 m/s [KF]
[lio] t=1317401253.065 | feat 3934/8160 | map   4461 | icp ok  iter  4 corr  3501 rms 0.0294   18.30 ms | p=(  235.80    45.81   5.79) v=10.58 m/s [KF]
[lio] t=1317401253.169 | feat 4245/8160 | map   4422 | icp ok  iter  4 corr  3828 rms 0.0648   17.65 ms | p=(  235.93    44.70   5.80) v=10.71 m/s [KF]
[lio] t=1317401253.272 | feat 4317/8160 | map   4405 | icp ok  iter  4 corr  3834 rms 0.0297   18.43 ms | p=(  236.04    43.59   5.81) v=10.80 m/s [KF]
[lio] t=1317401253.376 | feat 4449/8160 | map   4397 | icp ok  iter  4 corr  3928 rms 0.0307   17.59 ms | p=(  236.17    42.46   5.81) v=10.91 m/s [KF]
[lio] t=1317401253.480 | feat 4311/8160 | map   4417 | icp ok  iter  5 corr  3739 rms 0.0327   23.65 ms | p=(  236.30    41.33   5.81) v=11.00 m/s [KF]
[lio] t=1317401253.584 | feat 4133/8160 | map   4369 | icp ok  iter  4 corr  3591 rms 0.0371   18.68 ms | p=(  236.44    40.17   5.81) v=11.21 m/s [KF]
[lio] t=1317401253.687 | feat 4350/8160 | map   4388 | icp ok  iter  3 corr  3801 rms 0.0312   13.46 ms | p=(  236.58    39.03   5.81) v=11.17 m/s [KF]
[lio] t=1317401253.791 | feat 4203/8160 | map   4401 | icp ok  iter  5 corr  3794 rms 0.0365   21.43 ms | p=(  236.71    37.89   5.81) v=11.12 m/s [KF]
[lio] t=1317401253.895 | feat 4173/8160 | map   4403 | icp ok  iter  6 corr  3692 rms 0.0388   26.19 ms | p=(  236.85    36.73   5.80) v=11.26 m/s [KF]
[lio] t=1317401253.999 | feat 4283/8160 | map   4418 | icp ok  iter  4 corr  3880 rms 0.0372   17.16 ms | p=(  236.99    35.57   5.80) v=11.34 m/s [KF]
[lio] t=1317401254.103 | feat 4177/8160 | map   4451 | icp ok  iter  4 corr  3782 rms 0.0445   18.14 ms | p=(  237.13    34.40   5.79) v=11.39 m/s [KF]
[lio] t=1317401254.206 | feat 4431/8160 | map   4489 | icp ok  iter  4 corr  3873 rms 0.0316   18.00 ms | p=(  237.29    33.21   5.79) v=11.55 m/s [KF]
[lio] t=1317401254.310 | feat 4452/8160 | map   4500 | icp ok  iter  4 corr  3936 rms 0.0311   17.13 ms | p=(  237.43    32.04   5.79) v=11.50 m/s [KF]
[lio] t=1317401254.414 | feat 4447/8160 | map   4480 | icp ok  iter  3 corr  3850 rms 0.0315   11.06 ms | p=(  237.58    30.85   5.79) v=11.55 m/s [KF]
[lio] t=1317401254.518 | feat 4255/8160 | map   4474 | icp ok  iter  4 corr  3736 rms 0.0368   18.61 ms | p=(  237.73    29.65   5.78) v=11.68 m/s [KF]
[lio] t=1317401254.622 | feat 4448/8160 | map   4448 | icp ok  iter  5 corr  3925 rms 0.0342   22.64 ms | p=(  237.88    28.43   5.79) v=11.76 m/s [KF]
[lio] t=1317401254.725 | feat 4626/8160 | map   4453 | icp ok  iter  4 corr  4196 rms 0.0365   22.10 ms | p=(  238.02    27.22   5.78) v=11.79 m/s [KF]
[lio] t=1317401254.829 | feat 4425/8160 | map   4450 | icp ok  iter  4 corr  3882 rms 0.0335   17.93 ms | p=(  238.16    26.03   5.78) v=11.67 m/s [KF]
[lio] t=1317401254.933 | feat 4266/8160 | map   4448 | icp ok  iter  4 corr  3733 rms 0.0355   17.57 ms | p=(  238.32    24.82   5.78) v=11.81 m/s [KF]
[lio] t=1317401255.037 | feat 4642/8160 | map   4481 | icp ok  iter  3 corr  3957 rms 0.0370   15.13 ms | p=(  238.46    23.57   5.78) v=12.04 m/s [KF]
[lio] t=1317401255.141 | feat 4721/8160 | map   4466 | icp ok  iter  4 corr  4089 rms 0.0455   18.97 ms | p=(  238.60    22.35   5.78) v=11.94 m/s [KF]
[lio] t=1317401255.245 | feat 4300/8160 | map   4496 | icp ok  iter  4 corr  3836 rms 0.0334   17.41 ms | p=(  238.75    21.12   5.78) v=11.95 m/s [KF]
[lio] t=1317401255.348 | feat 4208/8160 | map   4530 | icp ok  iter  4 corr  3761 rms 0.0351   18.33 ms | p=(  238.91    19.88   5.78) v=12.07 m/s [KF]
[lio] t=1317401255.452 | feat 4158/8160 | map   4554 | icp ok  iter  3 corr  3663 rms 0.0322   12.27 ms | p=(  239.07    18.63   5.78) v=12.14 m/s [KF]
