[INFO] [1789104761.208126780] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789104761.208203779] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104761.208211864] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104761.208217803] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104761.208224988] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789104766.731897408] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104775.163692964] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401243.810 | feat 16293/81757 | map  46316 | icp ok  iter 11 corr 16285 rms 0.2677  188.18 ms | p=(  247.87   129.78  -0.14) v=3.08 m/s
[lio] t=1317401243.914 | feat 16353/81777 | map  46316 | icp ok  iter  9 corr 16333 rms 0.2928  158.22 ms | p=(  247.65   129.52  -0.11) v=3.26 m/s
[lio] t=1317401244.018 | feat 16545/81737 | map  46316 | icp ok  iter 10 corr 16515 rms 0.3082  182.05 ms | p=(  247.45   129.24  -0.11) v=3.39 m/s [KF]
[lio] t=1317401244.121 | feat 16730/81744 | map  47596 | icp ok  iter  8 corr 16723 rms 0.2586  143.63 ms | p=(  247.25   128.95  -0.08) v=3.45 m/s
[lio] t=1317401244.225 | feat 16648/81558 | map  47596 | icp ok  iter 11 corr 16639 rms 0.2608  200.15 ms | p=(  247.07   128.61  -0.07) v=3.66 m/s
[lio] t=1317401244.329 | feat 16911/81553 | map  47596 | icp ok  iter 11 corr 16898 rms 0.2831  197.48 ms | p=(  246.87   128.27  -0.05) v=3.80 m/s [KF]
[lio] t=1317401244.433 | feat 16790/81587 | map  48523 | icp ok  iter 10 corr 16781 rms 0.2476  177.03 ms | p=(  246.70   127.91  -0.03) v=3.90 m/s
[lio] t=1317401244.536 | feat 16829/81541 | map  48523 | icp ok  iter  8 corr 16827 rms 0.2641  155.42 ms | p=(  246.52   127.52   0.00) v=4.12 m/s
[lio] t=1317401244.640 | feat 16818/81598 | map  48523 | icp ok  iter  3 corr 16813 rms 0.2865   66.14 ms | p=(  246.36   127.12   0.03) v=4.24 m/s [KF]
[lio] t=1317401244.744 | feat 16856/81657 | map  49173 | icp ok  iter 11 corr 16845 rms 0.2585  217.34 ms | p=(  246.21   126.68   0.05) v=4.46 m/s
[lio] t=1317401244.848 | feat 16862/81967 | map  49173 | icp ok  iter 10 corr 16842 rms 0.2985  203.01 ms | p=(  246.07   126.24   0.07) v=4.59 m/s
[lio] t=1317401244.952 | feat 16932/81930 | map  49173 | icp ok  iter 14 corr 16890 rms 0.3183  267.74 ms | p=(  245.94   125.75   0.11) v=4.85 m/s [KF]
[lio] t=1317401245.056 | feat 16834/81923 | map  50042 | icp ok  iter  8 corr 16826 rms 0.2373  179.37 ms | p=(  245.82   125.24   0.14) v=5.06 m/s
[lio] t=1317401245.160 | feat 16901/82148 | map  50042 | icp ok  iter 14 corr 16883 rms 0.2657  265.24 ms | p=(  245.71   124.71   0.16) v=5.27 m/s [KF]
[lio] t=1317401245.264 | feat 16662/82152 | map  50809 | icp ok  iter 12 corr 16633 rms 0.2889  224.39 ms | p=(  245.60   124.15   0.19) v=5.51 m/s
[lio] t=1317401245.368 | feat 16600/82319 | map  50809 | icp ok  iter 14 corr 16565 rms 0.3059  247.87 ms | p=(  245.50   123.56   0.21) v=5.73 m/s [KF]
[lio] t=1317401245.472 | feat 16257/82033 | map  51804 | icp ok  iter 11 corr 16231 rms 0.2707  195.30 ms | p=(  245.41   122.95   0.24) v=5.98 m/s
[lio] t=1317401245.576 | feat 16067/81711 | map  51804 | icp ok  iter 11 corr 16034 rms 0.2986  195.26 ms | p=(  245.32   122.32   0.28) v=6.10 m/s [KF]
[lio] t=1317401245.680 | feat 15709/81281 | map  52671 | icp ok  iter 13 corr 15702 rms 0.2634  223.08 ms | p=(  245.23   121.68   0.32) v=6.25 m/s
[lio] t=1317401245.784 | feat 14965/80768 | map  52671 | icp ok  iter 11 corr 14949 rms 0.2873  186.37 ms | p=(  245.17   121.02   0.36) v=6.28 m/s [KF]
[lio] t=1317401245.888 | feat 14631/80206 | map  53401 | icp ok  iter 11 corr 14627 rms 0.2591  173.54 ms | p=(  245.14   120.39   0.40) v=6.10 m/s
[lio] t=1317401245.992 | feat 14337/79534 | map  53401 | icp ok  iter 10 corr 14323 rms 0.3082  146.43 ms | p=(  245.13   119.77   0.43) v=5.96 m/s [KF]
[lio] t=1317401246.096 | feat 14140/79283 | map  54196 | icp ok  iter 16 corr 14136 rms 0.2634  236.01 ms | p=(  245.11   119.11   0.47) v=6.05 m/s
[lio] t=1317401246.200 | feat 14104/79102 | map  54196 | icp ok  iter 10 corr 14099 rms 0.2817  161.68 ms | p=(  245.13   118.53   0.50) v=5.65 m/s [KF]
[lio] t=1317401246.304 | feat 14271/77827 | map  54783 | icp ok  iter  9 corr 14266 rms 0.2519  143.58 ms | p=(  245.17   117.94   0.54) v=5.54 m/s
[lio] t=1317401246.408 | feat 14283/78089 | map  54783 | icp ok  iter  6 corr 14269 rms 0.2743  104.73 ms | p=(  245.21   117.36   0.57) v=5.53 m/s [KF]
[lio] t=1317401246.512 | feat 14522/78495 | map  55309 | icp ok  iter 10 corr 14521 rms 0.2648  156.32 ms | p=(  245.29   116.79   0.60) v=5.48 m/s
[lio] t=1317401246.616 | feat 14672/78207 | map  55309 | icp ok  iter 11 corr 14648 rms 0.2732  185.19 ms | p=(  245.36   116.21   0.63) v=5.52 m/s [KF]
[lio] t=1317401246.720 | feat 14961/78559 | map  55882 | icp ok  iter  8 corr 14949 rms 0.2494  153.95 ms | p=(  245.44   115.64   0.66) v=5.48 m/s
[lio] t=1317401246.824 | feat 15173/78438 | map  55882 | icp ok  iter 11 corr 15165 rms 0.2675  212.27 ms | p=(  245.55   115.08   0.69) v=5.44 m/s [KF]
[lio] t=1317401246.929 | feat 15359/78464 | map  56397 | icp ok  iter 14 corr 15352 rms 0.2481  232.93 ms | p=(  245.65   114.50   0.72) v=5.51 m/s
[lio] t=1317401247.033 | feat 15418/78590 | map  56397 | icp ok  iter 10 corr 15399 rms 0.2551  169.23 ms | p=(  245.77   113.92   0.75) v=5.61 m/s [KF]
[lio] t=1317401247.137 | feat 15399/78880 | map  56782 | icp ok  iter  5 corr 15392 rms 0.2480   90.33 ms | p=(  245.88   113.34   0.79) v=5.58 m/s
[lio] t=1317401247.241 | feat 15318/79065 | map  56782 | icp ok  iter  7 corr 15316 rms 0.2632  119.51 ms | p=(  246.01   112.78   0.82) v=5.46 m/s [KF]
[lio] t=1317401247.345 | feat 15023/79235 | map  57191 | icp ok  iter 10 corr 15021 rms 0.2161  155.07 ms | p=(  246.13   112.22   0.85) v=5.50 m/s
[lio] t=1317401247.449 | feat 15204/79600 | map  57191 | icp ok  iter 10 corr 15199 rms 0.2387  153.36 ms | p=(  246.27   111.66   0.89) v=5.52 m/s [KF]
[lio] t=1317401247.553 | feat 15154/79854 | map  57593 | icp ok  iter  8 corr 15146 rms 0.2345  142.83 ms | p=(  246.41   111.07   0.92) v=5.68 m/s
[lio] t=1317401247.657 | feat 15213/79933 | map  57593 | icp ok  iter  9 corr 15201 rms 0.2408  171.13 ms | p=(  246.56   110.49   0.95) v=5.78 m/s [KF]
[lio] t=1317401247.762 | feat 15240/78875 | map  58050 | icp ok  iter  5 corr 15234 rms 0.2292   95.40 ms | p=(  246.71   109.90   0.98) v=5.88 m/s
[lio] t=1317401247.866 | feat 15109/78532 | map  58050 | icp ok  iter  4 corr 15105 rms 0.2456   75.88 ms | p=(  246.87   109.29   1.01) v=6.03 m/s [KF]
[lio] t=1317401247.970 | feat 14908/78574 | map  58352 | icp ok  iter 14 corr 14902 rms 0.2204  202.64 ms | p=(  247.03   108.66   1.05) v=6.19 m/s
[lio] t=1317401248.074 | feat 14825/78599 | map  58352 | icp ok  iter 12 corr 14799 rms 0.2345  188.48 ms | p=(  247.19   108.01   1.08) v=6.40 m/s [KF]
[lio] t=1317401248.178 | feat 14778/79960 | map  58553 | icp ok  iter  7 corr 14738 rms 0.2235  116.04 ms | p=(  247.37   107.36   1.12) v=6.53 m/s
[lio] t=1317401248.282 | feat 14987/80488 | map  58553 | icp ok  iter  7 corr 14916 rms 0.2475  110.42 ms | p=(  247.55   106.70   1.16) v=6.61 m/s [KF]
[lio] t=1317401248.386 | feat 14863/80699 | map  58673 | icp ok  iter  5 corr 14838 rms 0.2322   77.55 ms | p=(  247.74   106.03   1.20) v=6.71 m/s
[lio] t=1317401248.490 | feat 15102/81127 | map  58673 | icp ok  iter 11 corr 15044 rms 0.2699  175.96 ms | p=(  247.94   105.33   1.24) v=6.93 m/s [KF]
[lio] t=1317401248.594 | feat 15211/81332 | map  58739 | icp ok  iter  6 corr 15202 rms 0.2442  104.10 ms | p=(  248.13   104.65   1.28) v=6.95 m/s
[lio] t=1317401248.698 | feat 15159/81728 | map  58739 | icp ok  iter 10 corr 15103 rms 0.2823  168.63 ms | p=(  248.34   103.92   1.32) v=7.20 m/s [KF]
[lio] t=1317401248.802 | feat 15217/81833 | map  58525 | icp ok  iter  9 corr 15215 rms 0.2506  152.41 ms | p=(  248.56   103.21   1.37) v=7.23 m/s
[lio] t=1317401248.906 | feat 15256/81699 | map  58525 | icp ok  iter 13 corr 15240 rms 0.3035  211.21 ms | p=(  248.78   102.47   1.41) v=7.43 m/s [KF]
[lio] t=1317401249.010 | feat 15468/81915 | map  58710 | icp ok  iter 12 corr 15463 rms 0.2376  189.75 ms | p=(  249.00   101.71   1.46) v=7.58 m/s
[lio] t=1317401249.114 | feat 15359/82172 | map  58710 | icp ok  iter  6 corr 15317 rms 0.2673  112.82 ms | p=(  249.23   100.95   1.50) v=7.67 m/s [KF]
[lio] t=1317401249.218 | feat 15275/82106 | map  58545 | icp ok  iter 11 corr 15268 rms 0.2490  190.32 ms | p=(  249.46   100.15   1.55) v=7.97 m/s
[lio] t=1317401249.322 | feat 14957/82219 | map  58545 | icp ok  iter 11 corr 14915 rms 0.2681  178.35 ms | p=(  249.69    99.37   1.59) v=7.89 m/s [KF]
[lio] t=1317401249.426 | feat 14755/82165 | map  58170 | icp ok  iter 12 corr 14743 rms 0.2675  194.70 ms | p=(  249.94    98.56   1.66) v=8.12 m/s
[lio] t=1317401249.530 | feat 14693/82225 | map  58170 | icp ok  iter  6 corr 14671 rms 0.3071  110.80 ms | p=(  250.18    97.74   1.70) v=8.26 m/s [KF]
[lio] t=1317401249.634 | feat 14611/82377 | map  57439 | icp ok  iter 10 corr 14587 rms 0.2432  153.08 ms | p=(  250.42    96.90   1.75) v=8.40 m/s
[lio] t=1317401249.738 | feat 14383/82628 | map  57439 | icp ok  iter  9 corr 14353 rms 0.2852  139.90 ms | p=(  250.68    96.07   1.79) v=8.47 m/s [KF]
[lio] t=1317401249.842 | feat 14407/82518 | map  56532 | icp ok  iter 12 corr 14401 rms 0.2510  179.01 ms | p=(  250.94    95.21   1.85) v=8.60 m/s
[lio] t=1317401249.946 | feat 14055/82399 | map  56532 | icp ok  iter 11 corr 13991 rms 0.2784  167.16 ms | p=(  251.22    94.34   1.91) v=8.78 m/s [KF]
[lio] t=1317401250.050 | feat 14034/82561 | map  55830 | icp ok  iter 11 corr 14011 rms 0.2788  161.70 ms | p=(  251.50    93.46   1.97) v=8.92 m/s
[lio] t=1317401250.154 | feat 14161/82749 | map  55830 | icp ok  iter  8 corr 14122 rms 0.3186  119.75 ms | p=(  251.80    92.58   2.02) v=8.97 m/s [KF]
[lio] t=1317401250.258 | feat 14311/82834 | map  55296 | icp ok  iter 11 corr 14297 rms 0.2698  178.57 ms | p=(  252.10    91.68   2.08) v=9.15 m/s
[lio] t=1317401250.362 | feat 14803/82836 | map  55296 | icp ok  iter 11 corr 14779 rms 0.3031  182.78 ms | p=(  252.40    90.77   2.14) v=9.27 m/s [KF]
[lio] t=1317401250.466 | feat 14627/82787 | map  54808 | icp ok  iter  9 corr 14595 rms 0.2565  153.78 ms | p=(  252.72    89.84   2.19) v=9.45 m/s
[lio] t=1317401250.570 | feat 14483/82265 | map  54808 | icp ok  iter 11 corr 14444 rms 0.2855  175.87 ms | p=(  253.05    88.90   2.26) v=9.59 m/s [KF]
[lio] t=1317401250.674 | feat 14523/81990 | map  54380 | icp ok  iter  9 corr 14505 rms 0.2576  147.86 ms | p=(  253.37    87.95   2.32) v=9.65 m/s [KF]
[lio] t=1317401250.778 | feat 14549/81779 | map  54030 | icp ok  iter  9 corr 14521 rms 0.2606  132.85 ms | p=(  253.69    86.99   2.39) v=9.72 m/s [KF]
[lio] t=1317401250.882 | feat 14593/81582 | map  53861 | icp ok  iter  9 corr 14591 rms 0.2637  142.76 ms | p=(  254.02    86.03   2.46) v=9.79 m/s [KF]
[lio] t=1317401250.986 | feat 14387/80837 | map  53864 | icp ok  iter  9 corr 14383 rms 0.2702  148.12 ms | p=(  254.35    85.06   2.51) v=9.86 m/s [KF]
[lio] t=1317401251.090 | feat 14518/80532 | map  54047 | icp ok  iter 15 corr 14501 rms 0.2754  242.99 ms | p=(  254.68    84.08   2.57) v=9.90 m/s [KF]
[lio] t=1317401251.194 | feat 14573/80571 | map  54250 | icp ok  iter  9 corr 14569 rms 0.2555  171.04 ms | p=(  255.01    83.09   2.65) v=9.98 m/s [KF]
[lio] t=1317401251.298 | feat 14749/80798 | map  54241 | icp ok  iter  8 corr 14746 rms 0.2459  146.04 ms | p=(  255.34    82.10   2.72) v=10.01 m/s [KF]
[lio] t=1317401251.402 | feat 14562/80705 | map  54232 | icp ok  iter 12 corr 14541 rms 0.2329  189.82 ms | p=(  255.64    81.11   2.77) v=9.98 m/s [KF]
[lio] t=1317401251.506 | feat 14601/80750 | map  54040 | icp ok  iter  5 corr 14594 rms 0.2615  100.25 ms | p=(  255.94    80.10   2.83) v=10.06 m/s [KF]
[lio] t=1317401251.610 | feat 14149/80284 | map  53744 | icp ok  iter  9 corr 14147 rms 0.2402  144.17 ms | p=(  256.23    79.09   2.89) v=10.06 m/s [KF]
[lio] t=1317401251.714 | feat 14169/80347 | map  53465 | icp ok  iter 10 corr 14166 rms 0.2497  160.26 ms | p=(  256.50    78.07   2.94) v=10.09 m/s [KF]
[lio] t=1317401251.818 | feat 14089/80696 | map  53264 | icp ok  iter 12 corr 14086 rms 0.2300  188.04 ms | p=(  256.77    77.03   3.01) v=10.22 m/s [KF]
[lio] t=1317401251.922 | feat 14219/80735 | map  52864 | icp ok  iter 10 corr 14213 rms 0.2421  152.72 ms | p=(  257.03    76.01   3.08) v=10.18 m/s [KF]
[lio] t=1317401252.026 | feat 14202/80323 | map  52337 | icp ok  iter 16 corr 14200 rms 0.2382  231.42 ms | p=(  257.27    74.97   3.13) v=10.18 m/s [KF]
[lio] t=1317401252.130 | feat 14290/79867 | map  51556 | icp ok  iter  9 corr 14277 rms 0.2256  151.79 ms | p=(  257.49    73.91   3.19) v=10.32 m/s [KF]
[lio] t=1317401252.234 | feat 14268/79642 | map  50757 | icp ok  iter  9 corr 14261 rms 0.2375  146.26 ms | p=(  257.71    72.86   3.25) v=10.31 m/s [KF]
[lio] t=1317401252.338 | feat 14168/79516 | map  50142 | icp ok  iter 12 corr 14160 rms 0.2299  191.47 ms | p=(  257.92    71.80   3.32) v=10.40 m/s [KF]
[lio] t=1317401252.442 | feat 14033/79350 | map  49483 | icp ok  iter 11 corr 14017 rms 0.2387  181.92 ms | p=(  258.12    70.74   3.39) v=10.37 m/s [KF]
[lio] t=1317401252.546 | feat 14058/79032 | map  48665 | icp ok  iter 11 corr 14056 rms 0.2311  183.01 ms | p=(  258.32    69.68   3.45) v=10.40 m/s [KF]
[lio] t=1317401252.650 | feat 13989/78436 | map  47907 | icp ok  iter 13 corr 13953 rms 0.2347  205.90 ms | p=(  258.52    68.59   3.51) v=10.54 m/s [KF]
[lio] t=1317401252.753 | feat 14027/78784 | map  47274 | icp ok  iter  9 corr 14019 rms 0.2534  140.62 ms | p=(  258.72    67.51   3.58) v=10.59 m/s [KF]
[lio] t=1317401252.857 | feat 13965/78776 | map  46666 | icp ok  iter  8 corr 13956 rms 0.2582  118.35 ms | p=(  258.93    66.43   3.64) v=10.59 m/s [KF]
[lio] t=1317401252.961 | feat 13715/78659 | map  46198 | icp ok  iter  7 corr 13705 rms 0.2596  100.92 ms | p=(  259.14    65.35   3.71) v=10.60 m/s [KF]
[lio] t=1317401253.065 | feat 13614/78767 | map  45794 | icp ok  iter 10 corr 13576 rms 0.2880  145.46 ms | p=(  259.35    64.26   3.76) v=10.70 m/s [KF]
[lio] t=1317401253.169 | feat 13637/78397 | map  45343 | icp ok  iter  9 corr 13614 rms 0.3025  130.47 ms | p=(  259.56    63.16   3.83) v=10.78 m/s [KF]
[lio] t=1317401253.272 | feat 13704/78387 | map  45342 | icp ok  iter 10 corr 13677 rms 0.3085  143.75 ms | p=(  259.79    62.06   3.90) v=10.84 m/s [KF]
[lio] t=1317401253.376 | feat 13805/78989 | map  45327 | icp ok  iter  8 corr 13792 rms 0.2893  120.24 ms | p=(  260.02    60.95   3.96) v=10.91 m/s [KF]
[lio] t=1317401253.480 | feat 13488/78579 | map  45229 | icp ok  iter 10 corr 13474 rms 0.2752  139.59 ms | p=(  260.25    59.83   4.02) v=10.95 m/s [KF]
[lio] t=1317401253.584 | feat 13469/78469 | map  45017 | icp ok  iter  8 corr 13441 rms 0.2565  116.25 ms | p=(  260.49    58.73   4.07) v=10.96 m/s [KF]
[lio] t=1317401253.687 | feat 13452/78566 | map  44909 | icp ok  iter 10 corr 13433 rms 0.2397  141.99 ms | p=(  260.73    57.60   4.14) v=11.06 m/s [KF]
[lio] t=1317401253.791 | feat 13466/78799 | map  44910 | icp ok  iter 11 corr 13453 rms 0.2815  158.64 ms | p=(  260.97    56.45   4.20) v=11.25 m/s [KF]
[lio] t=1317401253.895 | feat 13115/79235 | map  45055 | icp ok  iter  8 corr 13059 rms 0.2721  105.69 ms | p=(  261.21    55.31   4.27) v=11.23 m/s [KF]
[lio] t=1317401253.999 | feat 13005/79621 | map  45091 | icp ok  iter 13 corr 12967 rms 0.2846  172.64 ms | p=(  261.47    54.15   4.33) v=11.37 m/s [KF]
[lio] t=1317401254.103 | feat 12845/79792 | map  45107 | icp ok  iter  9 corr 12810 rms 0.2887  119.95 ms | p=(  261.72    52.99   4.39) v=11.45 m/s [KF]
[lio] t=1317401254.206 | feat 12735/79580 | map  45117 | icp ok  iter  7 corr 12715 rms 0.2786   97.68 ms | p=(  261.97    51.84   4.46) v=11.39 m/s [KF]
[lio] t=1317401254.310 | feat 12532/78487 | map  45122 | icp ok  iter 15 corr 12517 rms 0.2612  186.91 ms | p=(  262.22    50.66   4.52) v=11.53 m/s [KF]
[lio] t=1317401254.414 | feat 12248/77915 | map  45219 | icp ok  iter  8 corr 12242 rms 0.2646  101.16 ms | p=(  262.47    49.49   4.58) v=11.60 m/s [KF]
[lio] t=1317401254.518 | feat 12132/78064 | map  45290 | icp ok  iter  8 corr 12131 rms 0.2419  101.06 ms | p=(  262.73    48.31   4.64) v=11.62 m/s [KF]
[lio] t=1317401254.622 | feat 11831/77595 | map  45171 | icp ok  iter  7 corr 11811 rms 0.2738   93.61 ms | p=(  262.99    47.12   4.70) v=11.67 m/s [KF]
[lio] t=1317401254.725 | feat 11738/77282 | map  44956 | icp ok  iter 13 corr 11709 rms 0.2688  161.47 ms | p=(  263.24    45.90   4.77) v=11.87 m/s [KF]
[lio] t=1317401254.829 | feat 11831/77519 | map  44634 | icp ok  iter  8 corr 11819 rms 0.2566  103.03 ms | p=(  263.51    44.71   4.84) v=11.83 m/s [KF]
[lio] t=1317401254.933 | feat 12063/77880 | map  44379 | icp ok  iter  9 corr 12052 rms 0.2881  112.88 ms | p=(  263.76    43.50   4.91) v=11.90 m/s [KF]
[lio] t=1317401255.037 | feat 12272/77705 | map  44362 | icp ok  iter  6 corr 12256 rms 0.2627   77.80 ms | p=(  264.02    42.29   4.97) v=11.91 m/s [KF]
[lio] t=1317401255.141 | feat 12169/78251 | map  44388 | icp ok  iter 14 corr 12129 rms 0.2748  177.20 ms | p=(  264.29    41.07   5.03) v=12.02 m/s [KF]
[lio] t=1317401255.245 | feat 12066/78694 | map  44365 | icp ok  iter  7 corr 12039 rms 0.2884   87.09 ms | p=(  264.55    39.86   5.10) v=11.97 m/s [KF]
[lio] t=1317401255.348 | feat 12446/78404 | map  44402 | icp ok  iter 12 corr 12400 rms 0.2791  166.57 ms | p=(  264.82    38.62   5.17) v=12.12 m/s [KF]
[lio] t=1317401255.452 | feat 12443/78549 | map  44420 | icp ok  iter  8 corr 12436 rms 0.2925  108.20 ms | p=(  265.09    37.40   5.25) v=12.06 m/s [KF]
[lio] t=1317401255.556 | feat 13053/78339 | map  44459 | icp ok  iter  8 corr 13033 rms 0.3108  128.97 ms | p=(  265.36    36.15   5.32) v=12.20 m/s [KF]
[lio] t=1317401255.660 | feat 13517/77654 | map  44739 | icp ok  iter 12 corr 13413 rms 0.3073  179.38 ms | p=(  265.63    34.94   5.40) v=12.06 m/s [KF]
[lio] t=1317401255.764 | feat 13703/77469 | map  44973 | icp ok  iter 12 corr 13631 rms 0.3325  178.06 ms | p=(  265.91    33.69   5.46) v=12.21 m/s [KF]
[lio] t=1317401255.867 | feat 13801/77690 | map  45254 | icp ok  iter  7 corr 13714 rms 0.3481  101.92 ms | p=(  266.18    32.45   5.54) v=12.16 m/s [KF]
[lio] t=1317401255.971 | feat 13898/78211 | map  45715 | icp ok  iter  9 corr 13884 rms 0.3031  137.67 ms | p=(  266.46    31.21   5.59) v=12.22 m/s [KF]
[lio] t=1317401256.075 | feat 13889/78666 | map  46045 | icp ok  iter  6 corr 13873 rms 0.2778   95.63 ms | p=(  266.73    29.98   5.69) v=12.15 m/s [KF]
[lio] t=1317401256.179 | feat 14036/79356 | map  46145 | icp ok  iter 11 corr 13989 rms 0.2663  167.98 ms | p=(  267.01    28.73   5.75) v=12.25 m/s [KF]
[lio] t=1317401256.283 | feat 13903/79162 | map  46150 | icp ok  iter 10 corr 13874 rms 0.2986  141.95 ms | p=(  267.29    27.50   5.81) v=12.14 m/s [KF]
[lio] t=1317401256.387 | feat 13922/79268 | map  46284 | icp ok  iter 10 corr 13911 rms 0.2856  156.35 ms | p=(  267.58    26.25   5.89) v=12.23 m/s [KF]
[lio] t=1317401256.490 | feat 13639/78687 | map  46276 | icp ok  iter  7 corr 13613 rms 0.2678  105.08 ms | p=(  267.86    25.02   5.95) v=12.18 m/s [KF]
[lio] t=1317401256.594 | feat 13746/78752 | map  46241 | icp ok  iter 10 corr 13662 rms 0.2811  144.97 ms | p=(  268.14    23.77   6.02) v=12.25 m/s [KF]
[lio] t=1317401256.698 | feat 13799/79152 | map  46227 | icp ok  iter  8 corr 13780 rms 0.3306  121.83 ms | p=(  268.42    22.54   6.10) v=12.14 m/s [KF]
[lio] t=1317401256.802 | feat 13850/79908 | map  46542 | icp ok  iter 11 corr 13809 rms 0.3230  156.64 ms | p=(  268.71    21.30   6.16) v=12.21 m/s [KF]
[lio] t=1317401256.905 | feat 14109/80305 | map  46891 | icp ok  iter  7 corr 14095 rms 0.3057  102.81 ms | p=(  268.99    20.08   6.23) v=12.09 m/s [KF]
[lio] t=1317401257.009 | feat 14356/80508 | map  47204 | icp ok  iter 10 corr 14348 rms 0.2799  158.53 ms | p=(  269.28    18.83   6.30) v=12.19 m/s [KF]
[lio] t=1317401257.113 | feat 14508/80379 | map  47388 | icp ok  iter 12 corr 14487 rms 0.2855  163.70 ms | p=(  269.57    17.62   6.36) v=12.05 m/s [KF]
[lio] t=1317401257.217 | feat 14670/80600 | map  47783 | icp ok  iter  4 corr 14667 rms 0.2824   77.92 ms | p=(  269.86    16.39   6.42) v=12.11 m/s [KF]
[lio] t=1317401257.320 | feat 14700/80624 | map  48352 | icp ok  iter  7 corr 14679 rms 0.2715  114.66 ms | p=(  270.16    15.15   6.48) v=12.14 m/s [KF]
[lio] t=1317401257.424 | feat 14603/80708 | map  48750 | icp ok  iter  4 corr 14598 rms 0.2662   62.21 ms | p=(  270.45    13.93   6.54) v=12.07 m/s [KF]
[lio] t=1317401257.528 | feat 14450/80152 | map  49118 | icp ok  iter 10 corr 14438 rms 0.2666  144.66 ms | p=(  270.74    12.70   6.60) v=12.09 m/s [KF]
[lio] t=1317401257.632 | feat 14614/80962 | map  49520 | icp ok  iter  8 corr 14614 rms 0.2602  119.46 ms | p=(  271.04    11.48   6.66) v=12.06 m/s [KF]
[lio] t=1317401257.735 | feat 14738/81082 | map  49751 | icp ok  iter  5 corr 14653 rms 0.2771   78.24 ms | p=(  271.34    10.27   6.73) v=11.97 m/s [KF]
[lio] t=1317401257.839 | feat 15072/80757 | map  49981 | icp ok  iter  9 corr 14971 rms 0.3051  145.39 ms | p=(  271.64     9.06   6.79) v=11.99 m/s [KF]
[lio] t=1317401257.943 | feat 14972/80515 | map  50456 | icp ok  iter  8 corr 14958 rms 0.3111  136.42 ms | p=(  271.94     7.85   6.85) v=11.97 m/s [KF]
[lio] t=1317401258.047 | feat 14959/80437 | map  51016 | icp ok  iter  8 corr 14954 rms 0.2498  130.71 ms | p=(  272.24     6.64   6.89) v=11.95 m/s [KF]
[lio] t=1317401258.151 | feat 14716/80425 | map  51425 | icp ok  iter  8 corr 14699 rms 0.2476  127.99 ms | p=(  272.54     5.43   6.95) v=11.91 m/s [KF]
[lio] t=1317401258.255 | feat 14481/80691 | map  51598 | icp ok  iter  7 corr 14455 rms 0.2383  121.77 ms | p=(  272.83     4.22   7.02) v=11.93 m/s [KF]
[lio] t=1317401258.358 | feat 14414/80709 | map  51606 | icp ok  iter  5 corr 14393 rms 0.2605   87.02 ms | p=(  273.12     3.02   7.07) v=11.84 m/s [KF]
[lio] t=1317401258.462 | feat 14617/81163 | map  51517 | icp ok  iter 10 corr 14599 rms 0.2511  158.62 ms | p=(  273.42     1.83   7.13) v=11.79 m/s [KF]
[lio] t=1317401258.566 | feat 14699/80633 | map  51491 | icp ok  iter  7 corr 14664 rms 0.2466  112.99 ms | p=(  273.71     0.63   7.20) v=11.79 m/s [KF]
[lio] t=1317401258.670 | feat 14613/80282 | map  51501 | icp ok  iter  8 corr 14588 rms 0.2552  129.05 ms | p=(  274.01    -0.56   7.24) v=11.80 m/s [KF]
[lio] t=1317401258.774 | feat 14555/80483 | map  51444 | icp ok  iter  8 corr 14537 rms 0.2624  133.04 ms | p=(  274.30    -1.76   7.30) v=11.77 m/s [KF]
[lio] t=1317401258.877 | feat 14581/80611 | map  51199 | icp ok  iter  6 corr 14537 rms 0.2623   96.13 ms | p=(  274.60    -2.94   7.36) v=11.69 m/s [KF]
[lio] t=1317401258.981 | feat 14458/80534 | map  51073 | icp ok  iter  4 corr 14418 rms 0.2375   73.45 ms | p=(  274.89    -4.12   7.42) v=11.69 m/s [KF]
[lio] t=1317401259.085 | feat 14414/80195 | map  51050 | icp ok  iter  8 corr 14394 rms 0.2327  130.67 ms | p=(  275.19    -5.31   7.47) v=11.69 m/s [KF]
[lio] t=1317401259.189 | feat 14506/80387 | map  50860 | icp ok  iter 12 corr 14486 rms 0.2424  194.86 ms | p=(  275.47    -6.49   7.56) v=11.65 m/s [KF]
[lio] t=1317401259.292 | feat 14593/80544 | map  50761 | icp ok  iter  7 corr 14576 rms 0.2629  123.22 ms | p=(  275.77    -7.67   7.62) v=11.62 m/s [KF]
