[INFO] [1789097181.828523683] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789097181.828594735] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789097181.828602478] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789097181.828608457] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789097181.828615629] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789097181.828621018] [lidar_inertial_odometer]:   icp    : alpha (point) 0.01, beta (plane) 1, huber 0.2 m
[INFO] [1789097187.349946800] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789097195.776676145] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401212.944 | feat 3590/10875 | map  11175 | icp ok  iter  4 corr  2776 rms 0.0570   21.64 ms | p=(  441.01   175.10  -3.74) v=3.30 m/s
[lio] t=1317401213.048 | feat 3514/10890 | map  11175 | icp ok  iter  3 corr  2732 rms 0.0594   17.55 ms | p=(  440.81   174.82  -3.71) v=3.34 m/s
[lio] t=1317401213.152 | feat 3471/10895 | map  11175 | icp ok  iter  4 corr  2640 rms 0.0651   20.85 ms | p=(  440.58   174.53  -3.68) v=3.50 m/s [KF]
[lio] t=1317401213.256 | feat 3405/11036 | map  11365 | icp ok  iter  6 corr  2606 rms 0.0680   27.66 ms | p=(  440.33   174.23  -3.64) v=3.73 m/s
[lio] t=1317401213.361 | feat 3471/11064 | map  11365 | icp ok  iter  5 corr  2672 rms 0.0740   26.69 ms | p=(  440.10   173.94  -3.62) v=3.68 m/s
[lio] t=1317401213.465 | feat 3427/10968 | map  11365 | icp ok  iter  4 corr  2679 rms 0.0950   22.37 ms | p=(  439.81   173.66  -3.59) v=3.81 m/s [KF]
[lio] t=1317401213.569 | feat 3362/10935 | map  11555 | icp ok  iter  4 corr  2583 rms 0.0659   20.53 ms | p=(  439.51   173.38  -3.57) v=3.94 m/s
[lio] t=1317401213.673 | feat 3550/10970 | map  11555 | icp ok  iter  5 corr  2746 rms 0.0788   25.78 ms | p=(  439.16   173.08  -3.53) v=4.31 m/s
[lio] t=1317401213.777 | feat 3449/10959 | map  11555 | icp ok  iter  5 corr  2638 rms 0.0879   27.40 ms | p=(  438.84   172.81  -3.50) v=4.19 m/s [KF]
[lio] t=1317401213.881 | feat 3303/10987 | map  11755 | icp ok  iter  5 corr  2513 rms 0.0535   24.10 ms | p=(  438.47   172.54  -3.49) v=4.44 m/s
[lio] t=1317401213.985 | feat 3303/10742 | map  11755 | icp ok  iter  4 corr  2511 rms 0.0623   19.51 ms | p=(  438.05   172.27  -3.48) v=4.73 m/s
[lio] t=1317401214.089 | feat 3387/10592 | map  11755 | icp ok  iter  5 corr  2574 rms 0.0591   24.89 ms | p=(  437.60   172.03  -3.46) v=4.89 m/s [KF]
[lio] t=1317401214.193 | feat 3335/10566 | map  11954 | icp ok  iter  4 corr  2539 rms 0.0549   20.23 ms | p=(  437.17   171.81  -3.44) v=4.87 m/s
[lio] t=1317401214.297 | feat 3324/10363 | map  11954 | icp ok  iter  5 corr  2572 rms 0.0654   24.08 ms | p=(  436.67   171.56  -3.43) v=5.30 m/s [KF]
[lio] t=1317401214.401 | feat 3171/10233 | map  12065 | icp ok  iter  4 corr  2421 rms 0.0545   17.02 ms | p=(  436.14   171.34  -3.43) v=5.55 m/s
[lio] t=1317401214.504 | feat 3098/10191 | map  12065 | icp ok  iter  5 corr  2350 rms 0.0553   23.32 ms | p=(  435.64   171.14  -3.41) v=5.41 m/s [KF]
[lio] t=1317401214.608 | feat 3203/10147 | map  12172 | icp ok  iter  4 corr  2493 rms 0.0596   20.62 ms | p=(  435.08   170.95  -3.38) v=5.70 m/s
[lio] t=1317401214.712 | feat 3111/10060 | map  12172 | icp ok  iter  4 corr  2458 rms 0.0639   18.66 ms | p=(  434.50   170.78  -3.36) v=5.91 m/s [KF]
[lio] t=1317401214.816 | feat 3038/10023 | map  12271 | icp ok  iter  4 corr  2397 rms 0.0455   15.99 ms | p=(  433.88   170.59  -3.35) v=6.17 m/s
[lio] t=1317401214.920 | feat 3035/10055 | map  12271 | icp ok  iter  5 corr  2387 rms 0.0593   22.01 ms | p=(  433.26   170.44  -3.33) v=6.28 m/s [KF]
[lio] t=1317401215.023 | feat 2872/9767 | map  12397 | icp ok  iter  5 corr  2285 rms 0.0486   20.41 ms | p=(  432.61   170.28  -3.32) v=6.52 m/s
[lio] t=1317401215.127 | feat 3001/9716 | map  12397 | icp ok  iter  6 corr  2418 rms 0.0639   28.80 ms | p=(  431.91   170.14  -3.30) v=6.87 m/s [KF]
[lio] t=1317401215.231 | feat 2904/9488 | map  12519 | icp ok  iter  4 corr  2372 rms 0.0664   19.86 ms | p=(  431.23   170.00  -3.28) v=6.83 m/s
[lio] t=1317401215.334 | feat 2770/9368 | map  12519 | icp ok  iter  6 corr  2201 rms 0.0736   27.10 ms | p=(  430.50   169.85  -3.26) v=7.18 m/s [KF]
[lio] t=1317401215.438 | feat 2811/9223 | map  12641 | icp ok  iter  4 corr  2269 rms 0.0617   17.36 ms | p=(  429.78   169.71  -3.25) v=7.19 m/s
[lio] t=1317401215.542 | feat 2734/9084 | map  12641 | icp ok  iter  4 corr  2194 rms 0.0716   17.52 ms | p=(  429.06   169.58  -3.23) v=7.22 m/s [KF]
[lio] t=1317401215.645 | feat 2629/8948 | map  12756 | icp ok  iter  5 corr  2128 rms 0.0683   19.97 ms | p=(  428.28   169.45  -3.22) v=7.59 m/s
[lio] t=1317401215.749 | feat 2621/8707 | map  12756 | icp ok  iter  5 corr  2095 rms 0.0614   20.07 ms | p=(  427.51   169.34  -3.21) v=7.67 m/s [KF]
[lio] t=1317401215.853 | feat 2652/8534 | map  12866 | icp ok  iter  5 corr  2244 rms 0.0699   20.04 ms | p=(  426.73   169.21  -3.20) v=7.71 m/s
[lio] t=1317401215.957 | feat 2450/8479 | map  12866 | icp ok  iter  6 corr  1999 rms 0.0635   23.08 ms | p=(  425.86   169.06  -3.18) v=8.31 m/s [KF]
[lio] t=1317401216.060 | feat 2545/8475 | map  12948 | icp ok  iter  4 corr  2110 rms 0.0634   15.53 ms | p=(  425.07   168.93  -3.17) v=8.10 m/s
[lio] t=1317401216.164 | feat 2453/8436 | map  12948 | icp ok  iter  4 corr  1959 rms 0.0706   14.77 ms | p=(  424.22   168.79  -3.16) v=8.28 m/s [KF]
[lio] t=1317401216.268 | feat 2460/8331 | map  12949 | icp ok  iter  4 corr  1986 rms 0.0600   14.75 ms | p=(  423.34   168.65  -3.13) v=8.56 m/s
[lio] t=1317401216.372 | feat 2444/8292 | map  12949 | icp ok  iter  5 corr  2003 rms 0.0717   17.66 ms | p=(  422.50   168.48  -3.14) v=8.49 m/s [KF]
[lio] t=1317401216.475 | feat 2364/8271 | map  12914 | icp ok  iter  4 corr  1875 rms 0.0594   14.42 ms | p=(  421.60   168.31  -3.11) v=8.74 m/s
[lio] t=1317401216.579 | feat 2342/8179 | map  12914 | icp ok  iter  5 corr  1806 rms 0.0726   17.72 ms | p=(  420.69   168.14  -3.09) v=8.85 m/s [KF]
[lio] t=1317401216.683 | feat 2323/8141 | map  13009 | icp ok  iter  4 corr  1848 rms 0.0604   14.53 ms | p=(  419.80   167.97  -3.08) v=8.82 m/s
[lio] t=1317401216.787 | feat 2318/8261 | map  13009 | icp ok  iter  4 corr  1790 rms 0.0616   13.29 ms | p=(  418.92   167.82  -3.07) v=8.78 m/s [KF]
[lio] t=1317401216.891 | feat 2316/8341 | map  12957 | icp ok  iter  4 corr  1802 rms 0.0661   13.02 ms | p=(  418.01   167.65  -3.06) v=8.88 m/s
[lio] t=1317401216.995 | feat 2294/8307 | map  12957 | icp ok  iter  5 corr  1800 rms 0.0539   16.04 ms | p=(  417.08   167.46  -3.02) v=9.06 m/s [KF]
[lio] t=1317401217.099 | feat 2349/8339 | map  12864 | icp ok  iter  3 corr  1819 rms 0.0559    9.89 ms | p=(  416.15   167.28  -3.01) v=9.09 m/s
[lio] t=1317401217.203 | feat 2247/8381 | map  12864 | icp ok  iter  4 corr  1681 rms 0.0571   12.15 ms | p=(  415.24   167.10  -2.99) v=8.95 m/s [KF]
[lio] t=1317401217.306 | feat 2374/8338 | map  12852 | icp ok  iter  5 corr  1880 rms 0.0676   18.12 ms | p=(  414.31   166.90  -2.98) v=9.09 m/s
[lio] t=1317401217.410 | feat 2261/8329 | map  12852 | icp ok  iter  3 corr  1763 rms 0.0674    9.87 ms | p=(  413.38   166.73  -2.95) v=9.09 m/s [KF]
[lio] t=1317401217.514 | feat 2209/8327 | map  12895 | icp ok  iter  4 corr  1789 rms 0.0845   13.17 ms | p=(  412.45   166.52  -2.94) v=9.11 m/s
[lio] t=1317401217.618 | feat 2275/8261 | map  12895 | icp ok  iter  4 corr  1763 rms 0.0810   12.98 ms | p=(  411.55   166.35  -2.94) v=8.88 m/s [KF]
[lio] t=1317401217.722 | feat 2222/8162 | map  12957 | icp ok  iter  4 corr  1756 rms 0.0810   12.13 ms | p=(  410.61   166.17  -2.94) v=9.05 m/s
[lio] t=1317401217.826 | feat 2073/7941 | map  12957 | icp ok  iter  4 corr  1611 rms 0.0901   10.95 ms | p=(  409.71   165.99  -2.92) v=8.90 m/s [KF]
[lio] t=1317401217.930 | feat 2026/7882 | map  12924 | icp ok  iter  4 corr  1571 rms 0.0980   11.49 ms | p=(  408.78   165.79  -2.92) v=9.03 m/s
[lio] t=1317401218.034 | feat 2056/7786 | map  12924 | icp ok  iter  4 corr  1557 rms 0.0684   12.25 ms | p=(  407.87   165.61  -2.88) v=8.90 m/s [KF]
[lio] t=1317401218.138 | feat 1983/7528 | map  12817 | icp ok  iter  5 corr  1501 rms 0.0540   12.70 ms | p=(  406.92   165.43  -2.90) v=9.13 m/s
[lio] t=1317401218.242 | feat 2037/7518 | map  12817 | icp ok  iter  6 corr  1506 rms 0.0588   16.17 ms | p=(  406.03   165.24  -2.88) v=8.92 m/s [KF]
[lio] t=1317401218.346 | feat 1917/7463 | map  12770 | icp ok  iter  4 corr  1417 rms 0.0519   10.51 ms | p=(  405.12   165.05  -2.86) v=8.89 m/s
[lio] t=1317401218.450 | feat 1960/7439 | map  12770 | icp ok  iter  5 corr  1436 rms 0.0703   12.89 ms | p=(  404.24   164.88  -2.86) v=8.68 m/s [KF]
[lio] t=1317401218.554 | feat 2078/7393 | map  12731 | icp ok  iter  4 corr  1641 rms 0.0814   11.22 ms | p=(  403.33   164.69  -2.84) v=8.79 m/s
[lio] t=1317401218.658 | feat 2036/7438 | map  12731 | icp ok  iter  4 corr  1520 rms 0.0839   10.13 ms | p=(  402.44   164.50  -2.83) v=8.70 m/s [KF]
[lio] t=1317401218.762 | feat 2073/7672 | map  12629 | icp ok  iter  4 corr  1576 rms 0.0818   12.57 ms | p=(  401.55   164.31  -2.81) v=8.70 m/s
[lio] t=1317401218.866 | feat 2052/7602 | map  12629 | icp ok  iter  4 corr  1462 rms 0.0767   11.53 ms | p=(  400.66   164.13  -2.79) v=8.64 m/s [KF]
[lio] t=1317401218.970 | feat 2024/7516 | map  12561 | icp ok  iter  4 corr  1460 rms 0.0698   10.28 ms | p=(  399.80   163.96  -2.78) v=8.38 m/s
[lio] t=1317401219.074 | feat 2005/7418 | map  12561 | icp ok  iter  5 corr  1448 rms 0.0601   12.60 ms | p=(  398.97   163.76  -2.75) v=8.19 m/s [KF]
[lio] t=1317401219.178 | feat 1972/7478 | map  12390 | icp ok  iter  8 corr  1415 rms 0.0579   18.85 ms | p=(  398.10   163.59  -2.73) v=8.26 m/s
[lio] t=1317401219.282 | feat 2031/7444 | map  12390 | icp ok  iter  5 corr  1451 rms 0.0665   13.30 ms | p=(  397.31   163.39  -2.72) v=7.88 m/s [KF]
[lio] t=1317401219.386 | feat 2157/7289 | map  12195 | icp ok  iter  4 corr  1558 rms 0.0610   11.69 ms | p=(  396.52   163.20  -2.70) v=7.72 m/s
[lio] t=1317401219.490 | feat 2218/7241 | map  12195 | icp ok  iter  4 corr  1585 rms 0.0631   12.12 ms | p=(  395.73   163.02  -2.68) v=7.60 m/s [KF]
[lio] t=1317401219.594 | feat 2258/7341 | map  12074 | icp ok  iter  5 corr  1601 rms 0.0456   13.31 ms | p=(  394.99   162.84  -2.65) v=7.26 m/s
[lio] t=1317401219.698 | feat 2222/7359 | map  12074 | icp ok  iter  4 corr  1596 rms 0.0521   11.14 ms | p=(  394.25   162.67  -2.64) v=7.12 m/s [KF]
[lio] t=1317401219.802 | feat 2304/7372 | map  11965 | icp ok  iter  4 corr  1660 rms 0.0705   10.98 ms | p=(  393.54   162.49  -2.63) v=6.95 m/s
[lio] t=1317401219.906 | feat 2325/7555 | map  11965 | icp ok  iter  4 corr  1683 rms 0.0551   11.55 ms | p=(  392.87   162.32  -2.60) v=6.59 m/s [KF]
[lio] t=1317401220.010 | feat 2356/7687 | map  11865 | icp ok  iter  4 corr  1734 rms 0.0499   11.20 ms | p=(  392.20   162.17  -2.59) v=6.48 m/s
[lio] t=1317401220.114 | feat 2374/7702 | map  11865 | icp ok  iter  7 corr  1691 rms 0.0521   19.84 ms | p=(  391.54   162.00  -2.57) v=6.44 m/s [KF]
[lio] t=1317401220.218 | feat 2384/7765 | map  11683 | icp ok  iter  4 corr  1779 rms 0.0857   12.71 ms | p=(  390.89   161.83  -2.57) v=6.38 m/s
[lio] t=1317401220.322 | feat 2513/7845 | map  11683 | icp ok  iter  6 corr  1826 rms 0.0479   20.89 ms | p=(  390.28   161.66  -2.54) v=6.12 m/s [KF]
[lio] t=1317401220.426 | feat 2507/8001 | map  11603 | icp ok  iter  5 corr  1875 rms 0.0440   15.96 ms | p=(  389.65   161.53  -2.53) v=6.04 m/s
[lio] t=1317401220.530 | feat 2573/8144 | map  11603 | icp ok  iter  3 corr  1872 rms 0.0550   10.18 ms | p=(  389.04   161.37  -2.51) v=5.83 m/s [KF]
[lio] t=1317401220.634 | feat 2711/8288 | map  11606 | icp ok  iter  4 corr  2067 rms 0.0604   14.28 ms | p=(  388.47   161.22  -2.52) v=5.54 m/s
[lio] t=1317401220.738 | feat 2724/8278 | map  11606 | icp ok  iter  4 corr  2022 rms 0.0470   14.07 ms | p=(  387.93   161.09  -2.50) v=5.26 m/s [KF]
[lio] t=1317401220.842 | feat 2830/8389 | map  11541 | icp ok  iter  4 corr  2185 rms 0.0512   16.56 ms | p=(  387.43   160.96  -2.48) v=4.86 m/s
[lio] t=1317401220.946 | feat 2678/8449 | map  11541 | icp ok  iter  4 corr  2060 rms 0.0462   14.28 ms | p=(  386.94   160.83  -2.46) v=4.64 m/s [KF]
[lio] t=1317401221.050 | feat 2731/8567 | map  11452 | icp ok  iter  4 corr  2172 rms 0.0521   15.61 ms | p=(  386.47   160.73  -2.46) v=4.51 m/s
[lio] t=1317401221.154 | feat 2811/8728 | map  11452 | icp ok  iter  4 corr  2246 rms 0.0543   16.81 ms | p=(  386.02   160.62  -2.45) v=4.41 m/s
[lio] t=1317401221.258 | feat 2784/8831 | map  11452 | icp ok  iter  4 corr  2188 rms 0.0713   16.78 ms | p=(  385.55   160.50  -2.43) v=4.54 m/s [KF]
[lio] t=1317401221.362 | feat 2788/8909 | map  11397 | icp ok  iter  4 corr  2241 rms 0.0628   15.99 ms | p=(  385.10   160.38  -2.43) v=4.47 m/s
[lio] t=1317401221.466 | feat 2911/9013 | map  11397 | icp ok  iter  3 corr  2325 rms 0.0449   12.24 ms | p=(  384.64   160.29  -2.42) v=4.45 m/s
[lio] t=1317401221.570 | feat 2973/9088 | map  11397 | icp ok  iter  4 corr  2361 rms 0.0466   15.91 ms | p=(  384.20   160.18  -2.41) v=4.39 m/s [KF]
[lio] t=1317401221.674 | feat 2966/9367 | map  11335 | icp ok  iter  3 corr  2398 rms 0.0529   13.98 ms | p=(  383.75   160.07  -2.40) v=4.35 m/s
[lio] t=1317401221.778 | feat 3008/9614 | map  11335 | icp ok  iter  4 corr  2457 rms 0.0533   18.00 ms | p=(  383.31   159.95  -2.39) v=4.33 m/s
[lio] t=1317401221.882 | feat 3121/9864 | map  11335 | icp ok  iter  4 corr  2462 rms 0.0586   17.98 ms | p=(  382.85   159.85  -2.38) v=4.39 m/s [KF]
[lio] t=1317401221.986 | feat 3079/10088 | map  11477 | icp ok  iter  4 corr  2561 rms 0.0512   16.71 ms | p=(  382.44   159.75  -2.37) v=4.12 m/s
[lio] t=1317401222.090 | feat 3118/10256 | map  11477 | icp ok  iter  4 corr  2556 rms 0.0639   17.67 ms | p=(  382.02   159.65  -2.35) v=4.13 m/s
[lio] t=1317401222.194 | feat 3118/10319 | map  11477 | icp ok  iter  5 corr  2504 rms 0.0483   20.92 ms | p=(  381.60   159.54  -2.35) v=4.14 m/s [KF]
[lio] t=1317401222.298 | feat 3077/10357 | map  11602 | icp ok  iter  4 corr  2512 rms 0.0484   17.24 ms | p=(  381.17   159.43  -2.33) v=4.20 m/s
[lio] t=1317401222.402 | feat 2951/10448 | map  11602 | icp ok  iter  4 corr  2438 rms 0.0492   18.41 ms | p=(  380.75   159.32  -2.32) v=4.23 m/s
[lio] t=1317401222.505 | feat 2821/10518 | map  11602 | icp ok  iter  4 corr  2292 rms 0.0700   17.88 ms | p=(  380.30   159.20  -2.30) v=4.45 m/s [KF]
[lio] t=1317401222.609 | feat 2919/10544 | map  11675 | icp ok  iter  4 corr  2424 rms 0.0516   16.01 ms | p=(  379.86   159.08  -2.28) v=4.50 m/s
[lio] t=1317401222.713 | feat 3031/10595 | map  11675 | icp ok  iter  4 corr  2469 rms 0.0485   19.07 ms | p=(  379.41   158.94  -2.26) v=4.58 m/s
[lio] t=1317401222.817 | feat 3121/10577 | map  11675 | icp ok  iter  6 corr  2468 rms 0.0487   24.44 ms | p=(  378.94   158.82  -2.24) v=4.66 m/s [KF]
[lio] t=1317401222.921 | feat 3099/10722 | map  11869 | icp ok  iter  4 corr  2535 rms 0.0502   18.98 ms | p=(  378.48   158.70  -2.23) v=4.66 m/s
[lio] t=1317401223.025 | feat 3192/10731 | map  11869 | icp ok  iter  3 corr  2563 rms 0.0631   15.31 ms | p=(  378.01   158.56  -2.22) v=4.78 m/s
[lio] t=1317401223.129 | feat 3156/10781 | map  11869 | icp ok  iter  5 corr  2468 rms 0.0627   22.22 ms | p=(  377.49   158.41  -2.22) v=5.07 m/s [KF]
[lio] t=1317401223.233 | feat 3102/10679 | map  12038 | icp ok  iter  6 corr  2518 rms 0.0514   26.46 ms | p=(  377.00   158.26  -2.21) v=5.10 m/s
[lio] t=1317401223.337 | feat 3153/10674 | map  12038 | icp ok  iter  4 corr  2511 rms 0.0497   18.47 ms | p=(  376.47   158.10  -2.21) v=5.33 m/s [KF]
[lio] t=1317401223.441 | feat 3145/10702 | map  12192 | icp ok  iter  4 corr  2542 rms 0.0495   18.09 ms | p=(  375.94   157.94  -2.20) v=5.40 m/s
[lio] t=1317401223.545 | feat 3067/10837 | map  12192 | icp ok  iter  3 corr  2468 rms 0.0521   13.53 ms | p=(  375.39   157.78  -2.18) v=5.52 m/s [KF]
[lio] t=1317401223.649 | feat 3092/10799 | map  12094 | icp ok  iter  4 corr  2525 rms 0.0476   19.52 ms | p=(  374.83   157.60  -2.18) v=5.69 m/s
[lio] t=1317401223.753 | feat 2952/10690 | map  12094 | icp ok  iter  4 corr  2370 rms 0.0569   17.93 ms | p=(  374.26   157.43  -2.17) v=5.80 m/s [KF]
[lio] t=1317401223.857 | feat 2873/10632 | map  12040 | icp ok  iter  4 corr  2319 rms 0.0456   16.97 ms | p=(  373.67   157.24  -2.17) v=6.03 m/s
[lio] t=1317401223.961 | feat 3025/10556 | map  12040 | icp ok  iter  4 corr  2395 rms 0.0565   17.61 ms | p=(  373.05   157.05  -2.17) v=6.27 m/s [KF]
[lio] t=1317401224.065 | feat 2972/10374 | map  12074 | icp ok  iter  4 corr  2346 rms 0.0666   17.23 ms | p=(  372.42   156.88  -2.16) v=6.37 m/s
[lio] t=1317401224.169 | feat 2918/10436 | map  12074 | icp ok  iter  3 corr  2329 rms 0.0531   13.12 ms | p=(  371.79   156.69  -2.14) v=6.43 m/s [KF]
[lio] t=1317401224.273 | feat 2964/10401 | map  12046 | icp ok  iter  4 corr  2431 rms 0.0486   17.10 ms | p=(  371.12   156.48  -2.14) v=6.70 m/s
[lio] t=1317401224.377 | feat 2999/10429 | map  12046 | icp ok  iter  4 corr  2419 rms 0.0446   16.32 ms | p=(  370.46   156.31  -2.13) v=6.72 m/s [KF]
[lio] t=1317401224.482 | feat 2960/10166 | map  12117 | icp ok  iter  4 corr  2358 rms 0.0448   17.06 ms | p=(  369.77   156.10  -2.13) v=6.93 m/s
[lio] t=1317401224.586 | feat 2878/9942 | map  12117 | icp ok  iter  4 corr  2217 rms 0.0478   16.07 ms | p=(  369.06   155.91  -2.12) v=7.10 m/s [KF]
[lio] t=1317401224.690 | feat 2987/9694 | map  12155 | icp ok  iter  4 corr  2324 rms 0.0432   18.57 ms | p=(  368.33   155.74  -2.13) v=7.31 m/s
[lio] t=1317401224.794 | feat 2902/9507 | map  12155 | icp ok  iter  5 corr  2180 rms 0.0741   20.53 ms | p=(  367.56   155.54  -2.11) v=7.58 m/s [KF]
[lio] t=1317401224.898 | feat 2952/9423 | map  12188 | icp ok  iter  4 corr  2222 rms 0.0540   15.35 ms | p=(  366.80   155.38  -2.11) v=7.61 m/s
[lio] t=1317401225.002 | feat 2830/9230 | map  12188 | icp ok  iter  3 corr  2103 rms 0.0606   12.40 ms | p=(  366.02   155.23  -2.10) v=7.73 m/s [KF]
[lio] t=1317401225.106 | feat 2842/8983 | map  12250 | icp ok  iter  6 corr  2169 rms 0.0643   22.13 ms | p=(  365.18   155.08  -2.10) v=8.13 m/s
[lio] t=1317401225.210 | feat 2866/8991 | map  12250 | icp ok  iter  4 corr  2122 rms 0.0656   15.72 ms | p=(  364.35   154.93  -2.09) v=8.19 m/s [KF]
[lio] t=1317401225.314 | feat 2802/8885 | map  12334 | icp ok  iter  7 corr  2055 rms 0.0600   27.35 ms | p=(  363.50   154.81  -2.08) v=8.38 m/s
[lio] t=1317401225.418 | feat 2627/8842 | map  12334 | icp ok  iter  4 corr  1863 rms 0.0443   14.96 ms | p=(  362.63   154.66  -2.07) v=8.50 m/s [KF]
[lio] t=1317401225.522 | feat 2502/8789 | map  12371 | icp ok  iter  4 corr  1762 rms 0.0376   12.88 ms | p=(  361.77   154.54  -2.07) v=8.49 m/s
[lio] t=1317401225.626 | feat 2566/8738 | map  12371 | icp ok  iter  5 corr  1825 rms 0.0744   17.51 ms | p=(  360.87   154.39  -2.06) v=8.76 m/s [KF]
[lio] t=1317401225.730 | feat 2467/8621 | map  12426 | icp ok  iter  5 corr  1780 rms 0.0557   15.40 ms | p=(  359.98   154.29  -2.06) v=8.79 m/s
[lio] t=1317401225.833 | feat 2487/8454 | map  12426 | icp ok  iter  5 corr  1748 rms 0.0480   16.19 ms | p=(  359.06   154.15  -2.07) v=8.98 m/s [KF]
[lio] t=1317401225.937 | feat 2497/8462 | map  12481 | icp ok  iter  6 corr  1794 rms 0.0502   19.58 ms | p=(  358.14   154.03  -2.04) v=9.02 m/s
[lio] t=1317401226.041 | feat 2358/8377 | map  12481 | icp ok  iter  5 corr  1684 rms 0.0482   14.29 ms | p=(  357.19   153.90  -2.04) v=9.20 m/s [KF]
[lio] t=1317401226.145 | feat 2365/8427 | map  12512 | icp ok  iter  5 corr  1684 rms 0.0442   14.08 ms | p=(  356.25   153.78  -2.04) v=9.27 m/s
[lio] t=1317401226.249 | feat 2315/8486 | map  12512 | icp ok  iter  4 corr  1601 rms 0.0500   11.95 ms | p=(  355.28   153.65  -2.06) v=9.40 m/s [KF]
[lio] t=1317401226.353 | feat 2308/8486 | map  12507 | icp ok  iter  4 corr  1598 rms 0.0450   11.16 ms | p=(  354.33   153.52  -2.05) v=9.39 m/s
[lio] t=1317401226.457 | feat 2369/8543 | map  12507 | icp ok  iter  5 corr  1613 rms 0.0485   14.76 ms | p=(  353.33   153.38  -2.03) v=9.64 m/s [KF]
[lio] t=1317401226.561 | feat 2292/8559 | map  12487 | icp ok  iter  3 corr  1602 rms 0.0431    8.86 ms | p=(  352.34   153.25  -2.02) v=9.64 m/s
[lio] t=1317401226.664 | feat 2311/8645 | map  12487 | icp ok  iter  3 corr  1531 rms 0.0640    8.97 ms | p=(  351.35   153.10  -2.02) v=9.68 m/s [KF]
[lio] t=1317401226.768 | feat 2316/8445 | map  12511 | icp ok  iter  4 corr  1599 rms 0.0471   12.04 ms | p=(  350.37   152.96  -2.01) v=9.59 m/s
[lio] t=1317401226.872 | feat 2232/8622 | map  12511 | icp ok  iter  2 corr  1491 rms 0.0687    5.51 ms | p=(  349.38   152.82  -2.01) v=9.56 m/s [KF]
[lio] t=1317401226.976 | feat 2405/8593 | map  12484 | icp ok  iter  4 corr  1639 rms 0.0563   12.16 ms | p=(  348.39   152.67  -2.00) v=9.58 m/s
[lio] t=1317401227.080 | feat 2405/8582 | map  12484 | icp ok  iter  4 corr  1560 rms 0.0692   11.74 ms | p=(  347.40   152.52  -1.99) v=9.62 m/s [KF]
[lio] t=1317401227.184 | feat 2502/8435 | map  12558 | icp ok  iter  3 corr  1695 rms 0.0532   10.38 ms | p=(  346.42   152.38  -1.98) v=9.59 m/s
[lio] t=1317401227.288 | feat 2560/8391 | map  12558 | icp ok  iter  4 corr  1712 rms 0.0489   12.10 ms | p=(  345.42   152.22  -1.98) v=9.65 m/s [KF]
[lio] t=1317401227.391 | feat 2409/8387 | map  12585 | icp ok  iter  5 corr  1611 rms 0.0401   12.87 ms | p=(  344.45   152.05  -1.96) v=9.54 m/s
[lio] t=1317401227.495 | feat 2481/8299 | map  12585 | icp ok  iter  4 corr  1668 rms 0.0419   12.61 ms | p=(  343.47   151.88  -1.96) v=9.52 m/s [KF]
[lio] t=1317401227.599 | feat 2386/8459 | map  12464 | icp ok  iter  4 corr  1669 rms 0.0492   12.23 ms | p=(  342.49   151.70  -1.93) v=9.54 m/s
[lio] t=1317401227.703 | feat 2373/8370 | map  12464 | icp ok  iter  4 corr  1648 rms 0.0583   13.19 ms | p=(  341.53   151.51  -1.93) v=9.45 m/s [KF]
[lio] t=1317401227.807 | feat 2445/8360 | map  12278 | icp ok  iter  4 corr  1735 rms 0.0496   12.76 ms | p=(  340.56   151.33  -1.92) v=9.46 m/s
[lio] t=1317401227.911 | feat 2287/8417 | map  12278 | icp ok  iter  4 corr  1533 rms 0.0500   11.65 ms | p=(  339.62   151.13  -1.91) v=9.33 m/s [KF]
[lio] t=1317401228.014 | feat 2414/8373 | map  12226 | icp ok  iter  3 corr  1697 rms 0.0698    9.39 ms | p=(  338.66   150.94  -1.90) v=9.35 m/s
[lio] t=1317401228.118 | feat 2458/8488 | map  12226 | icp ok  iter  4 corr  1731 rms 0.1109   12.25 ms | p=(  337.71   150.74  -1.87) v=9.29 m/s [KF]
[lio] t=1317401228.222 | feat 2544/8456 | map  12103 | icp ok  iter  2 corr  1799 rms 0.0641    6.93 ms | p=(  336.77   150.53  -1.87) v=9.17 m/s
[lio] t=1317401228.326 | feat 2531/8571 | map  12103 | icp ok  iter  3 corr  1743 rms 0.0734   10.45 ms | p=(  335.85   150.33  -1.86) v=8.95 m/s [KF]
[lio] t=1317401228.430 | feat 2489/8597 | map  11908 | icp ok  iter  4 corr  1746 rms 0.0766   12.25 ms | p=(  334.95   150.13  -1.87) v=8.79 m/s
