[INFO] [1789098119.323686397] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789098119.323825512] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098119.323834789] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098119.323840992] [lidar_inertial_odometer]:   ring   : selection=all band=[16,47] -> 32/64 ch (dropped 16 above + 16 below)
[INFO] [1789098119.323848039] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789098124.844418102] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098129.904541426] [lidar_inertial_odometer]: odometer initialized (t=1317400963.391)
[lio] initialized at t=1317400963.390639 | |a|=9.844 m/s^2
[lio] t=1317401187.995 | feat 4552/62756 | map  18981 | icp ok  iter 50 corr  4552 rms 0.2158  261.03 ms | p=(  391.08   264.08 -53.48) v=2.47 m/s
[lio] t=1317401188.099 | feat 4570/62998 | map  18981 | icp ok  iter 50 corr  4570 rms 0.2760  226.64 ms | p=(  391.25   263.95 -53.49) v=2.32 m/s
[lio] t=1317401188.203 | feat 4651/63204 | map  18981 | icp ok  iter 50 corr  4650 rms 0.2995  273.04 ms | p=(  391.44   263.66 -53.49) v=3.03 m/s
[lio] t=1317401188.307 | feat 4696/63335 | map  18981 | icp ok  iter 50 corr  4694 rms 0.3102  264.83 ms | p=(  391.60   263.41 -53.47) v=3.04 m/s [KF]
[lio] t=1317401188.412 | feat 4744/63463 | map  19031 | icp ok  iter 50 corr  4744 rms 0.2183  262.75 ms | p=(  391.71   263.23 -53.47) v=2.54 m/s
[lio] t=1317401188.516 | feat 4667/63683 | map  19031 | icp ok  iter 50 corr  4667 rms 0.3044  285.14 ms | p=(  391.61   263.09 -53.45) v=1.79 m/s
[lio] t=1317401188.620 | feat 4636/63980 | map  19031 | icp ok  iter 50 corr  4600 rms 0.3868  263.80 ms | p=(  391.45   263.00 -53.41) v=1.61 m/s
[lio] t=1317401188.724 | feat 4679/64183 | map  19031 | icp ok  iter 50 corr  4606 rms 0.4065  289.53 ms | p=(  390.94   262.99 -53.35) v=3.37 m/s [KF]
[lio] t=1317401188.828 | feat 4668/64280 | map  19306 | icp ok  iter 50 corr  4668 rms 0.2372  286.90 ms | p=(  390.77   262.86 -53.32) v=2.56 m/s
[lio] t=1317401188.932 | feat 4689/63895 | map  19306 | icp ok  iter 50 corr  4689 rms 0.2485  260.60 ms | p=(  390.47   262.86 -53.27) v=2.70 m/s
[lio] t=1317401189.036 | feat 4670/63627 | map  19306 | icp ok  iter 10 corr  4670 rms 0.2571   49.92 ms | p=(  390.21   262.77 -53.21) v=2.70 m/s
[lio] t=1317401189.140 | feat 4771/63368 | map  19306 | icp ok  iter 41 corr  4771 rms 0.2656  195.84 ms | p=(  389.93   262.70 -53.16) v=2.76 m/s [KF]
[lio] t=1317401189.244 | feat 4701/63431 | map  19434 | icp ok  iter 50 corr  4701 rms 0.2029  309.02 ms | p=(  390.02   262.51 -53.14) v=1.68 m/s
[lio] t=1317401189.348 | feat 4712/63248 | map  19434 | icp ok  iter 50 corr  4712 rms 0.2235  288.00 ms | p=(  390.22   262.26 -53.13) v=2.43 m/s
[lio] t=1317401189.452 | feat 4648/63164 | map  19434 | icp ok  iter 27 corr  4648 rms 0.2622  121.44 ms | p=(  390.30   262.01 -53.11) v=2.63 m/s
[lio] t=1317401189.556 | feat 4755/62866 | map  19434 | icp ok  iter 50 corr  4752 rms 0.2844  242.94 ms | p=(  390.34   261.74 -53.08) v=2.73 m/s [KF]
[lio] t=1317401189.660 | feat 4768/62736 | map  19418 | icp ok  iter 50 corr  4768 rms 0.2097  285.42 ms | p=(  390.48   261.63 -53.08) v=2.12 m/s
[lio] t=1317401189.764 | feat 4653/62772 | map  19418 | icp ok  iter 50 corr  4653 rms 0.2346  261.06 ms | p=(  390.75   261.46 -53.10) v=2.73 m/s
[lio] t=1317401189.868 | feat 4627/62851 | map  19418 | icp ok  iter 50 corr  4627 rms 0.2513  252.40 ms | p=(  391.04   261.34 -53.12) v=2.96 m/s
[lio] t=1317401189.971 | feat 4595/62953 | map  19418 | icp ok  iter 50 corr  4595 rms 0.3122  216.48 ms | p=(  391.36   261.16 -53.14) v=3.37 m/s [KF]
[lio] t=1317401190.075 | feat 4644/62988 | map  19468 | icp ok  iter 50 corr  4644 rms 0.2116  301.04 ms | p=(  391.90   260.68 -53.15) v=5.64 m/s
[lio] t=1317401190.179 | feat 4642/62928 | map  19468 | icp ok  iter 50 corr  4642 rms 0.2128  277.53 ms | p=(  392.44   260.08 -53.15) v=7.03 m/s [KF]
[lio] t=1317401190.283 | feat 4565/62819 | map  19346 | icp ok  iter 27 corr  4565 rms 0.1985  131.62 ms | p=(  392.92   259.51 -53.14) v=7.19 m/s
[lio] t=1317401190.386 | feat 4537/62779 | map  19346 | icp ok  iter 31 corr  4537 rms 0.2241  149.50 ms | p=(  393.44   258.87 -53.13) v=7.76 m/s [KF]
[lio] t=1317401190.490 | feat 4419/62622 | map  19238 | icp ok  iter 50 corr  4419 rms 0.2299  233.37 ms | p=(  393.89   258.19 -53.11) v=7.90 m/s
[lio] t=1317401190.594 | feat 4413/62312 | map  19238 | icp ok  iter 50 corr  4397 rms 0.3405  219.31 ms | p=(  394.48   257.50 -53.11) v=8.48 m/s [KF]
[lio] t=1317401190.697 | feat 4325/61693 | map  19074 | icp ok  iter 14 corr  4325 rms 0.2082   67.58 ms | p=(  395.01   256.81 -53.10) v=8.55 m/s
[lio] t=1317401190.801 | feat 4291/61278 | map  19074 | icp ok  iter 20 corr  4291 rms 0.2349   99.22 ms | p=(  395.50   256.14 -53.09) v=8.31 m/s [KF]
[lio] t=1317401190.905 | feat 4210/61028 | map  18794 | icp ok  iter 13 corr  4210 rms 0.1919   57.33 ms | p=(  396.03   255.43 -53.07) v=8.53 m/s
[lio] t=1317401191.009 | feat 4071/60543 | map  18794 | icp ok  iter 18 corr  4070 rms 0.2318   83.37 ms | p=(  396.52   254.68 -53.05) v=8.64 m/s [KF]
[lio] t=1317401191.112 | feat 3861/59751 | map  18590 | icp ok  iter 16 corr  3861 rms 0.1959   71.09 ms | p=(  397.02   253.97 -53.03) v=8.56 m/s
[lio] t=1317401191.216 | feat 3645/58342 | map  18590 | icp ok  iter 13 corr  3643 rms 0.2636   57.04 ms | p=(  397.51   253.22 -53.01) v=8.66 m/s [KF]
[lio] t=1317401191.320 | feat 3527/56562 | map  18407 | icp ok  iter 25 corr  3527 rms 0.2184   96.06 ms | p=(  397.97   252.53 -52.99) v=8.33 m/s
[lio] t=1317401191.423 | feat 3409/55415 | map  18407 | icp ok  iter 35 corr  3409 rms 0.3161  119.02 ms | p=(  398.51   251.73 -52.98) v=8.96 m/s [KF]
[lio] t=1317401191.527 | feat 3375/54346 | map  18386 | icp ok  iter 24 corr  3375 rms 0.2109   89.30 ms | p=(  399.02   250.95 -52.95) v=9.05 m/s
[lio] t=1317401191.631 | feat 3355/53952 | map  18386 | icp ok  iter 33 corr  3355 rms 0.2574  115.13 ms | p=(  399.61   250.10 -52.94) v=9.61 m/s [KF]
[lio] t=1317401191.735 | feat 3246/53289 | map  18308 | icp ok  iter 28 corr  3246 rms 0.2159  107.53 ms | p=(  400.08   249.38 -52.92) v=8.88 m/s
[lio] t=1317401191.839 | feat 3154/53529 | map  18308 | icp ok  iter 41 corr  3154 rms 0.3459  139.47 ms | p=(  400.67   248.46 -52.90) v=9.88 m/s [KF]
[lio] t=1317401191.942 | feat 3101/54340 | map  18114 | icp ok  iter 26 corr  3083 rms 0.2854   94.08 ms | p=(  401.15   247.76 -52.88) v=8.89 m/s
[lio] t=1317401192.046 | feat 3154/53622 | map  18114 | icp ok  iter 39 corr  3101 rms 0.4690  133.90 ms | p=(  401.61   247.06 -52.87) v=8.40 m/s [KF]
[lio] t=1317401192.150 | feat 3098/53225 | map  18154 | icp ok  iter 48 corr  3097 rms 0.2550  147.60 ms | p=(  402.11   246.28 -52.85) v=8.78 m/s
[lio] t=1317401192.254 | feat 3167/54383 | map  18154 | icp ok  iter 19 corr  3166 rms 0.3880   68.22 ms | p=(  402.69   245.39 -52.83) v=9.72 m/s [KF]
[lio] t=1317401192.358 | feat 3247/55919 | map  18107 | icp ok  iter  8 corr  3247 rms 0.2412   25.23 ms | p=(  403.26   244.54 -52.81) v=9.80 m/s [KF]
[lio] t=1317401192.461 | feat 3422/57005 | map  17847 | icp ok  iter 20 corr  3422 rms 0.2276   73.32 ms | p=(  403.78   243.71 -52.78) v=9.60 m/s
[lio] t=1317401192.565 | feat 3419/57697 | map  17847 | icp ok  iter 24 corr  3419 rms 0.3243   82.52 ms | p=(  404.37   242.83 -52.76) v=10.00 m/s [KF]
[lio] t=1317401192.669 | feat 3453/58519 | map  17764 | icp ok  iter 20 corr  3451 rms 0.2663   83.01 ms | p=(  404.96   241.90 -52.73) v=10.34 m/s [KF]
[lio] t=1317401192.773 | feat 3625/58841 | map  17867 | icp ok  iter 29 corr  3620 rms 0.2660  119.19 ms | p=(  405.48   241.09 -52.71) v=9.72 m/s
[lio] t=1317401192.877 | feat 3699/58844 | map  17867 | icp ok  iter 24 corr  3662 rms 0.3683  101.27 ms | p=(  406.05   240.16 -52.69) v=10.18 m/s [KF]
[lio] t=1317401192.980 | feat 3656/58900 | map  18135 | icp ok  iter 20 corr  3656 rms 0.2716   74.42 ms | p=(  406.62   239.28 -52.67) v=10.10 m/s [KF]
[lio] t=1317401193.084 | feat 3642/58911 | map  18113 | icp ok  iter 20 corr  3642 rms 0.2355   83.06 ms | p=(  407.14   238.43 -52.65) v=9.76 m/s
[lio] t=1317401193.188 | feat 3622/58943 | map  18113 | icp ok  iter 13 corr  3605 rms 0.3667   45.83 ms | p=(  407.68   237.56 -52.64) v=9.82 m/s [KF]
[lio] t=1317401193.292 | feat 3577/59008 | map  18158 | icp ok  iter 24 corr  3574 rms 0.2781   99.80 ms | p=(  408.27   236.63 -52.62) v=10.34 m/s [KF]
[lio] t=1317401193.396 | feat 3514/58319 | map  17942 | icp ok  iter  7 corr  3514 rms 0.2320   26.52 ms | p=(  408.84   235.72 -52.60) v=10.29 m/s [KF]
[lio] t=1317401193.499 | feat 3525/57030 | map  17537 | icp ok  iter 18 corr  3525 rms 0.2608   77.24 ms | p=(  409.35   234.89 -52.57) v=9.74 m/s
[lio] t=1317401193.603 | feat 3623/56126 | map  17537 | icp ok  iter 26 corr  3622 rms 0.3960   91.78 ms | p=(  409.91   233.98 -52.55) v=10.06 m/s [KF]
[lio] t=1317401193.707 | feat 3645/55300 | map  17362 | icp ok  iter 12 corr  3645 rms 0.2111   45.84 ms | p=(  410.47   233.08 -52.52) v=10.08 m/s [KF]
[lio] t=1317401193.811 | feat 3631/55284 | map  16751 | icp ok  iter 18 corr  3628 rms 0.2397   79.21 ms | p=(  410.93   232.29 -52.50) v=9.32 m/s
[lio] t=1317401193.915 | feat 3568/55902 | map  16751 | icp ok  iter 18 corr  3559 rms 0.3873   72.06 ms | p=(  411.51   231.37 -52.48) v=9.98 m/s [KF]
[lio] t=1317401194.019 | feat 3571/56365 | map  16293 | icp ok  iter 45 corr  3571 rms 0.1995  153.92 ms | p=(  412.08   230.44 -52.46) v=10.31 m/s [KF]
[lio] t=1317401194.123 | feat 3591/56908 | map  15717 | icp ok  iter 30 corr  3591 rms 0.1922  121.48 ms | p=(  412.57   229.64 -52.44) v=9.48 m/s
[lio] t=1317401194.226 | feat 3545/57195 | map  15717 | icp ok  iter 27 corr  3545 rms 0.2785  102.53 ms | p=(  413.09   228.68 -52.41) v=10.11 m/s [KF]
[lio] t=1317401194.330 | feat 3558/57106 | map  15218 | icp ok  iter 15 corr  3558 rms 0.2154   59.59 ms | p=(  413.61   227.82 -52.38) v=9.83 m/s [KF]
[lio] t=1317401194.434 | feat 3582/56865 | map  15147 | icp ok  iter 13 corr  3582 rms 0.2005   50.15 ms | p=(  414.12   226.91 -52.36) v=9.91 m/s [KF]
[lio] t=1317401194.538 | feat 3494/55650 | map  14955 | icp ok  iter 22 corr  3494 rms 0.1874   77.22 ms | p=(  414.61   226.03 -52.33) v=9.80 m/s [KF]
[lio] t=1317401194.642 | feat 3436/55221 | map  14608 | icp ok  iter 14 corr  3435 rms 0.2147   47.22 ms | p=(  415.10   225.15 -52.30) v=9.69 m/s [KF]
[lio] t=1317401194.746 | feat 3409/55158 | map  14403 | icp ok  iter 24 corr  3409 rms 0.2626   79.46 ms | p=(  415.58   224.25 -52.28) v=9.75 m/s [KF]
[lio] t=1317401194.849 | feat 3360/56201 | map  14002 | icp ok  iter 11 corr  3360 rms 0.2349   36.29 ms | p=(  416.07   223.35 -52.26) v=9.80 m/s [KF]
[lio] t=1317401194.953 | feat 3277/58054 | map  13474 | icp ok  iter 20 corr  3277 rms 0.2010   75.05 ms | p=(  416.56   222.39 -52.23) v=10.12 m/s [KF]
[lio] t=1317401195.057 | feat 3292/57292 | map  13065 | icp ok  iter 13 corr  3292 rms 0.1914   51.64 ms | p=(  417.04   221.52 -52.19) v=9.80 m/s
[lio] t=1317401195.161 | feat 3337/56478 | map  13065 | icp ok  iter  6 corr  3337 rms 0.2596   22.91 ms | p=(  417.51   220.61 -52.16) v=9.82 m/s [KF]
[lio] t=1317401195.265 | feat 3363/55642 | map  12772 | icp ok  iter 37 corr  3363 rms 0.2938  123.65 ms | p=(  418.01   219.66 -52.13) v=10.08 m/s [KF]
[lio] t=1317401195.368 | feat 3342/55826 | map  12491 | icp ok  iter 25 corr  3342 rms 0.2685   91.00 ms | p=(  418.45   218.82 -52.13) v=9.50 m/s
[lio] t=1317401195.472 | feat 3375/55639 | map  12491 | icp ok  iter 33 corr  3311 rms 0.4259  121.79 ms | p=(  418.97   217.78 -52.09) v=10.50 m/s [KF]
[lio] t=1317401195.576 | feat 3428/55858 | map  12472 | icp ok  iter 19 corr  3426 rms 0.2434   60.30 ms | p=(  419.47   216.81 -52.06) v=10.52 m/s [KF]
[lio] t=1317401195.680 | feat 3480/56586 | map  12445 | icp ok  iter 39 corr  3480 rms 0.2035  159.28 ms | p=(  419.91   215.98 -52.04) v=9.57 m/s
[lio] t=1317401195.784 | feat 3506/57527 | map  12445 | icp ok  iter 36 corr  3506 rms 0.2485  157.96 ms | p=(  420.28   215.30 -52.02) v=8.29 m/s [KF]
[lio] t=1317401195.887 | feat 3431/58059 | map  12595 | icp ok  iter 40 corr  3428 rms 0.2179  173.68 ms | p=(  420.87   214.22 -51.99) v=10.45 m/s [KF]
[lio] t=1317401195.991 | feat 3360/58490 | map  12580 | icp ok  iter 50 corr  3354 rms 0.2801  195.12 ms | p=(  421.34   213.34 -51.97) v=9.91 m/s
[lio] t=1317401196.095 | feat 3382/58975 | map  12580 | icp ok  iter 17 corr  3342 rms 0.3866   52.40 ms | p=(  421.87   212.45 -51.96) v=9.96 m/s [KF]
[lio] t=1317401196.199 | feat 3365/59177 | map  12782 | icp ok  iter 10 corr  3365 rms 0.1945   40.60 ms | p=(  422.38   211.52 -51.93) v=10.12 m/s [KF]
[lio] t=1317401196.302 | feat 3358/59318 | map  12754 | icp ok  iter 11 corr  3358 rms 0.1889   37.21 ms | p=(  422.90   210.61 -51.91) v=10.10 m/s [KF]
[lio] t=1317401196.406 | feat 3411/59103 | map  12585 | icp ok  iter 41 corr  3411 rms 0.2287  156.70 ms | p=(  423.36   209.81 -51.89) v=9.37 m/s
[lio] t=1317401196.510 | feat 3310/58071 | map  12585 | icp ok  iter 38 corr  3307 rms 0.4037  124.41 ms | p=(  423.95   208.91 -51.89) v=9.95 m/s [KF]
[lio] t=1317401196.614 | feat 3349/56755 | map  12459 | icp ok  iter 14 corr  3349 rms 0.2490   50.20 ms | p=(  424.47   208.03 -51.88) v=9.91 m/s [KF]
[lio] t=1317401196.718 | feat 3458/55377 | map  12397 | icp ok  iter 11 corr  3458 rms 0.2133   45.53 ms | p=(  424.99   207.18 -51.87) v=9.70 m/s
[lio] t=1317401196.822 | feat 3536/54430 | map  12397 | icp ok  iter 10 corr  3535 rms 0.2810   36.28 ms | p=(  425.54   206.33 -51.86) v=9.73 m/s [KF]
[lio] t=1317401196.925 | feat 3525/55012 | map  12503 | icp ok  iter 17 corr  3525 rms 0.2187   65.98 ms | p=(  426.11   205.46 -51.85) v=9.94 m/s [KF]
[lio] t=1317401197.029 | feat 3543/56539 | map  12420 | icp ok  iter 25 corr  3543 rms 0.2189   88.62 ms | p=(  426.64   204.64 -51.85) v=9.58 m/s
[lio] t=1317401197.133 | feat 3579/59070 | map  12420 | icp ok  iter 17 corr  3579 rms 0.3913   57.61 ms | p=(  427.19   203.78 -51.85) v=9.75 m/s [KF]
[lio] t=1317401197.237 | feat 3684/59944 | map  12524 | icp ok  iter 22 corr  3679 rms 0.2647   84.10 ms | p=(  427.75   202.90 -51.84) v=9.93 m/s [KF]
[lio] t=1317401197.341 | feat 3737/60553 | map  12471 | icp ok  iter 14 corr  3736 rms 0.2078   61.15 ms | p=(  428.30   202.07 -51.84) v=9.76 m/s
[lio] t=1317401197.445 | feat 3845/60731 | map  12471 | icp ok  iter 24 corr  3844 rms 0.2789   87.65 ms | p=(  428.84   201.24 -51.84) v=9.62 m/s [KF]
[lio] t=1317401197.549 | feat 3931/60909 | map  12616 | icp ok  iter  8 corr  3931 rms 0.2048   34.20 ms | p=(  429.38   200.39 -51.84) v=9.65 m/s [KF]
[lio] t=1317401197.653 | feat 3968/61353 | map  12587 | icp ok  iter 24 corr  3968 rms 0.2041   83.33 ms | p=(  429.93   199.54 -51.85) v=9.70 m/s [KF]
[lio] t=1317401197.757 | feat 4045/61607 | map  12622 | icp ok  iter 34 corr  4045 rms 0.1996  127.94 ms | p=(  430.46   198.73 -51.85) v=9.48 m/s
[lio] t=1317401197.861 | feat 4003/61739 | map  12622 | icp ok  iter 22 corr  4002 rms 0.2845   90.46 ms | p=(  431.03   197.87 -51.86) v=9.75 m/s [KF]
[lio] t=1317401197.965 | feat 4006/62019 | map  12742 | icp ok  iter 34 corr  4006 rms 0.2035  123.94 ms | p=(  431.57   197.03 -51.87) v=9.64 m/s
[lio] t=1317401198.069 | feat 3979/62152 | map  12742 | icp ok  iter 10 corr  3979 rms 0.2734   40.42 ms | p=(  432.11   196.20 -51.89) v=9.55 m/s [KF]
[lio] t=1317401198.173 | feat 3993/62316 | map  12880 | icp ok  iter 22 corr  3993 rms 0.1907   99.92 ms | p=(  432.56   195.50 -51.89) v=8.65 m/s
[lio] t=1317401198.277 | feat 3907/62365 | map  12880 | icp ok  iter 38 corr  3907 rms 0.2615  183.23 ms | p=(  433.21   194.51 -51.91) v=10.29 m/s [KF]
[lio] t=1317401198.381 | feat 3884/62417 | map  12917 | icp ok  iter 38 corr  3884 rms 0.1920  182.34 ms | p=(  433.69   193.79 -51.92) v=9.08 m/s
[lio] t=1317401198.484 | feat 3816/62380 | map  12917 | icp ok  iter 19 corr  3816 rms 0.2397   91.11 ms | p=(  434.30   192.86 -51.93) v=10.08 m/s [KF]
[lio] t=1317401198.588 | feat 3783/62290 | map  12922 | icp ok  iter 29 corr  3783 rms 0.1854  130.62 ms | p=(  434.78   192.12 -51.94) v=9.05 m/s
[lio] t=1317401198.692 | feat 3803/62003 | map  12922 | icp ok  iter 18 corr  3803 rms 0.2614   85.50 ms | p=(  435.39   191.18 -51.96) v=10.13 m/s [KF]
[lio] t=1317401198.796 | feat 3766/61899 | map  12954 | icp ok  iter 27 corr  3766 rms 0.2111  123.88 ms | p=(  435.85   190.46 -51.97) v=8.95 m/s
[lio] t=1317401198.900 | feat 3708/61687 | map  12954 | icp ok  iter 43 corr  3706 rms 0.2719  187.40 ms | p=(  436.51   189.42 -51.98) v=10.65 m/s [KF]
[lio] t=1317401199.004 | feat 3670/61457 | map  13040 | icp ok  iter 43 corr  3670 rms 0.2116  186.04 ms | p=(  436.93   188.79 -51.99) v=8.57 m/s
[lio] t=1317401199.108 | feat 3608/61165 | map  13040 | icp ok  iter  9 corr  3608 rms 0.2862   35.65 ms | p=(  437.40   188.05 -52.01) v=8.47 m/s [KF]
[lio] t=1317401199.212 | feat 3548/60736 | map  13007 | icp ok  iter 11 corr  3548 rms 0.1936   43.38 ms | p=(  437.87   187.32 -52.02) v=8.36 m/s
[lio] t=1317401199.316 | feat 3464/60166 | map  13007 | icp ok  iter 27 corr  3464 rms 0.2877  110.48 ms | p=(  438.46   186.41 -52.04) v=9.60 m/s [KF]
[lio] t=1317401199.420 | feat 3335/59504 | map  12968 | icp ok  iter 20 corr  3335 rms 0.2248   77.86 ms | p=(  438.93   185.68 -52.05) v=8.78 m/s
[lio] t=1317401199.524 | feat 3280/57676 | map  12968 | icp ok  iter 25 corr  3276 rms 0.4089   94.56 ms | p=(  439.53   184.76 -52.07) v=9.86 m/s [KF]
[lio] t=1317401199.628 | feat 3278/53864 | map  12828 | icp ok  iter 23 corr  3274 rms 0.2240   88.69 ms | p=(  439.99   184.04 -52.07) v=8.82 m/s
[lio] t=1317401199.731 | feat 3324/51548 | map  12828 | icp ok  iter 34 corr  3317 rms 0.3583  117.58 ms | p=(  440.45   183.32 -52.09) v=8.41 m/s [KF]
[lio] t=1317401199.835 | feat 3332/49551 | map  13038 | icp ok  iter 50 corr  3331 rms 0.2320  192.01 ms | p=(  441.03   182.41 -52.09) v=9.62 m/s [KF]
[lio] t=1317401199.939 | feat 3303/48480 | map  12968 | icp ok  iter 18 corr  3301 rms 0.2159   69.85 ms | p=(  441.49   181.69 -52.10) v=8.65 m/s
[lio] t=1317401200.043 | feat 3290/48580 | map  12968 | icp ok  iter 23 corr  3289 rms 0.2703   69.30 ms | p=(  441.97   180.95 -52.10) v=8.52 m/s [KF]
[lio] t=1317401200.147 | feat 3358/49857 | map  13021 | icp ok  iter 16 corr  3358 rms 0.2049   60.65 ms | p=(  442.46   180.18 -52.11) v=8.65 m/s
[lio] t=1317401200.251 | feat 3293/51201 | map  13021 | icp ok  iter 21 corr  3293 rms 0.2929   76.80 ms | p=(  442.98   179.35 -52.13) v=9.08 m/s [KF]
[lio] t=1317401200.355 | feat 3249/53084 | map  13057 | icp ok  iter 14 corr  3249 rms 0.2267   50.87 ms | p=(  443.44   178.63 -52.13) v=8.53 m/s
[lio] t=1317401200.459 | feat 3177/54266 | map  13057 | icp ok  iter 20 corr  3177 rms 0.3698   61.72 ms | p=(  443.89   177.92 -52.15) v=8.26 m/s [KF]
[lio] t=1317401200.563 | feat 3135/53739 | map  13246 | icp ok  iter 15 corr  3135 rms 0.2197   45.03 ms | p=(  444.36   177.19 -52.16) v=8.24 m/s
[lio] t=1317401200.667 | feat 3050/53736 | map  13246 | icp ok  iter 30 corr  3050 rms 0.2743   92.43 ms | p=(  444.79   176.49 -52.17) v=8.03 m/s [KF]
[lio] t=1317401200.771 | feat 3118/54050 | map  13462 | icp ok  iter 50 corr  3118 rms 0.2201  178.19 ms | p=(  445.32   175.65 -52.18) v=8.90 m/s
[lio] t=1317401200.875 | feat 3117/54007 | map  13462 | icp ok  iter 50 corr  3117 rms 0.2567  167.53 ms | p=(  445.76   174.98 -52.19) v=8.13 m/s [KF]
[lio] t=1317401200.979 | feat 3096/54466 | map  13476 | icp ok  iter 22 corr  3094 rms 0.2078   67.80 ms | p=(  446.22   174.24 -52.20) v=8.21 m/s
[lio] t=1317401201.082 | feat 3080/55230 | map  13476 | icp ok  iter 21 corr  3077 rms 0.2960   66.75 ms | p=(  446.65   173.57 -52.22) v=7.80 m/s [KF]
[lio] t=1317401201.186 | feat 3056/55993 | map  13650 | icp ok  iter  7 corr  3056 rms 0.2028   23.65 ms | p=(  447.08   172.87 -52.23) v=7.78 m/s
[lio] t=1317401201.290 | feat 3066/56231 | map  13650 | icp ok  iter 10 corr  3066 rms 0.2708   28.15 ms | p=(  447.51   172.19 -52.25) v=7.70 m/s [KF]
[lio] t=1317401201.394 | feat 2960/55944 | map  13727 | icp ok  iter 12 corr  2959 rms 0.2038   35.17 ms | p=(  447.94   171.50 -52.26) v=7.71 m/s
[lio] t=1317401201.498 | feat 3001/54100 | map  13727 | icp ok  iter  6 corr  3000 rms 0.2601   17.59 ms | p=(  448.37   170.83 -52.28) v=7.66 m/s [KF]
[lio] t=1317401201.602 | feat 2964/52760 | map  13798 | icp ok  iter 10 corr  2956 rms 0.2124   30.50 ms | p=(  448.80   170.16 -52.28) v=7.59 m/s
[lio] t=1317401201.706 | feat 2938/51762 | map  13798 | icp ok  iter  7 corr  2935 rms 0.2533   19.95 ms | p=(  449.21   169.50 -52.30) v=7.49 m/s [KF]
[lio] t=1317401201.810 | feat 2893/50881 | map  13749 | icp ok  iter  8 corr  2892 rms 0.2285   21.88 ms | p=(  449.64   168.83 -52.31) v=7.50 m/s
[lio] t=1317401201.914 | feat 2909/49207 | map  13749 | icp ok  iter 11 corr  2905 rms 0.2865   30.72 ms | p=(  450.04   168.18 -52.32) v=7.38 m/s [KF]
[lio] t=1317401202.018 | feat 2829/47969 | map  13793 | icp ok  iter  8 corr  2829 rms 0.2027   26.46 ms | p=(  450.47   167.51 -52.35) v=7.52 m/s
[lio] t=1317401202.122 | feat 2798/47279 | map  13793 | icp ok  iter 10 corr  2798 rms 0.2883   30.87 ms | p=(  450.87   166.88 -52.37) v=7.25 m/s [KF]
[lio] t=1317401202.226 | feat 2705/46338 | map  13824 | icp ok  iter 10 corr  2705 rms 0.2134   27.95 ms | p=(  451.26   166.26 -52.39) v=7.07 m/s
[lio] t=1317401202.330 | feat 2724/45573 | map  13824 | icp ok  iter 36 corr  2714 rms 0.3126  104.47 ms | p=(  451.59   165.74 -52.41) v=6.37 m/s [KF]
[lio] t=1317401202.434 | feat 2724/45456 | map  13936 | icp ok  iter 18 corr  2722 rms 0.2595   53.50 ms | p=(  452.01   165.09 -52.43) v=6.97 m/s
[lio] t=1317401202.538 | feat 2726/45299 | map  13936 | icp ok  iter 20 corr  2720 rms 0.3343   53.92 ms | p=(  452.37   164.49 -52.45) v=6.75 m/s [KF]
[lio] t=1317401202.642 | feat 2687/45543 | map  14032 | icp ok  iter  6 corr  2687 rms 0.2507   20.23 ms | p=(  452.76   163.88 -52.47) v=6.87 m/s
[lio] t=1317401202.746 | feat 2664/44691 | map  14032 | icp ok  iter 23 corr  2660 rms 0.3887   64.51 ms | p=(  453.08   163.36 -52.48) v=6.19 m/s [KF]
[lio] t=1317401202.850 | feat 2735/44542 | map  14020 | icp ok  iter 19 corr  2727 rms 0.2434   55.04 ms | p=(  453.47   162.73 -52.50) v=6.69 m/s
[lio] t=1317401202.954 | feat 2720/44159 | map  14020 | icp ok  iter 25 corr  2710 rms 0.3371   73.40 ms | p=(  453.79   162.24 -52.52) v=5.96 m/s [KF]
[lio] t=1317401203.058 | feat 2752/44385 | map  14008 | icp ok  iter 14 corr  2752 rms 0.2431   42.77 ms | p=(  454.15   161.67 -52.54) v=6.25 m/s
[lio] t=1317401203.162 | feat 2773/45523 | map  14008 | icp ok  iter 17 corr  2768 rms 0.2981   51.51 ms | p=(  454.46   161.17 -52.56) v=5.85 m/s [KF]
[lio] t=1317401203.266 | feat 2766/46927 | map  13983 | icp ok  iter 15 corr  2766 rms 0.1932   48.22 ms | p=(  454.83   160.59 -52.58) v=6.30 m/s
[lio] t=1317401203.370 | feat 2847/47457 | map  13983 | icp ok  iter 21 corr  2847 rms 0.2586   64.36 ms | p=(  455.13   160.13 -52.60) v=5.62 m/s [KF]
[lio] t=1317401203.474 | feat 2877/48285 | map  13906 | icp ok  iter 21 corr  2877 rms 0.2088   71.88 ms | p=(  455.49   159.56 -52.62) v=6.09 m/s
