[INFO] [1789104081.553537444] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789104081.553613840] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104081.553622125] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104081.553628363] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104081.553635722] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789104087.081139235] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104095.514447028] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401194.538 | feat 1832/6623 | map   9141 | icp ok  iter  4 corr  1470 rms 0.0579    8.27 ms | p=(  423.49   293.39  -9.39) v=9.72 m/s [KF]
[lio] t=1317401194.642 | feat 1866/6510 | map   9094 | icp ok  iter  5 corr  1517 rms 0.0569   10.82 ms | p=(  423.63   292.35  -9.30) v=9.91 m/s [KF]
[lio] t=1317401194.746 | feat 1780/6470 | map   9064 | icp ok  iter  4 corr  1446 rms 0.0601    7.54 ms | p=(  423.75   291.35  -9.22) v=9.75 m/s [KF]
[lio] t=1317401194.849 | feat 1812/6461 | map   9003 | icp ok  iter  6 corr  1454 rms 0.1078   11.47 ms | p=(  423.88   290.31  -9.14) v=9.92 m/s [KF]
[lio] t=1317401194.953 | feat 1807/6375 | map   8978 | icp ok  iter  5 corr  1461 rms 0.0833    9.76 ms | p=(  423.99   289.32  -9.09) v=9.66 m/s
[lio] t=1317401195.057 | feat 1634/6181 | map   8978 | icp ok  iter  4 corr  1299 rms 0.0729    7.84 ms | p=(  424.11   288.29  -9.01) v=9.83 m/s [KF]
[lio] t=1317401195.161 | feat 1626/6190 | map   9009 | icp ok  iter  4 corr  1297 rms 0.0697    7.19 ms | p=(  424.23   287.29  -8.94) v=9.73 m/s [KF]
[lio] t=1317401195.265 | feat 1698/6184 | map   9028 | icp ok  iter  4 corr  1348 rms 0.0523    7.83 ms | p=(  424.36   286.27  -8.85) v=9.76 m/s [KF]
[lio] t=1317401195.368 | feat 1678/6127 | map   9020 | icp ok  iter  3 corr  1350 rms 0.0710    6.10 ms | p=(  424.48   285.27  -8.80) v=9.67 m/s [KF]
[lio] t=1317401195.472 | feat 1657/6179 | map   8993 | icp ok  iter  4 corr  1361 rms 0.0503    7.20 ms | p=(  424.60   284.27  -8.72) v=9.67 m/s [KF]
[lio] t=1317401195.576 | feat 1712/6269 | map   8854 | icp ok  iter  5 corr  1384 rms 0.0558   10.10 ms | p=(  424.71   283.25  -8.65) v=9.78 m/s [KF]
[lio] t=1317401195.680 | feat 1697/6326 | map   8704 | icp ok  iter  4 corr  1369 rms 0.0594    7.02 ms | p=(  424.84   282.24  -8.57) v=9.73 m/s [KF]
[lio] t=1317401195.784 | feat 1727/6282 | map   8570 | icp ok  iter  3 corr  1374 rms 0.0390    5.20 ms | p=(  424.98   281.25  -8.50) v=9.69 m/s [KF]
[lio] t=1317401195.887 | feat 1790/6233 | map   8493 | icp ok  iter  5 corr  1423 rms 0.0560    9.30 ms | p=(  425.13   280.24  -8.42) v=9.69 m/s [KF]
[lio] t=1317401195.991 | feat 1702/6161 | map   8444 | icp ok  iter  4 corr  1344 rms 0.1039    7.06 ms | p=(  425.28   279.25  -8.34) v=9.65 m/s [KF]
[lio] t=1317401196.095 | feat 1709/6267 | map   8368 | icp ok  iter  6 corr  1328 rms 0.0430   10.60 ms | p=(  425.43   278.26  -8.26) v=9.63 m/s [KF]
[lio] t=1317401196.199 | feat 1745/6237 | map   8228 | icp ok  iter  5 corr  1355 rms 0.0487    9.09 ms | p=(  425.59   277.24  -8.20) v=9.77 m/s [KF]
[lio] t=1317401196.302 | feat 1665/6172 | map   8152 | icp ok  iter  4 corr  1239 rms 0.0437    7.07 ms | p=(  425.77   276.26  -8.12) v=9.64 m/s
[lio] t=1317401196.406 | feat 1556/6229 | map   8152 | icp ok  iter  4 corr  1161 rms 0.0533    6.65 ms | p=(  425.95   275.27  -8.03) v=9.65 m/s [KF]
[lio] t=1317401196.510 | feat 1573/6242 | map   8049 | icp ok  iter  4 corr  1148 rms 0.0622    5.83 ms | p=(  426.13   274.28  -7.96) v=9.67 m/s [KF]
[lio] t=1317401196.614 | feat 1567/6338 | map   7966 | icp ok  iter  4 corr  1147 rms 0.0503    6.36 ms | p=(  426.33   273.26  -7.90) v=9.82 m/s [KF]
[lio] t=1317401196.718 | feat 1517/6393 | map   7859 | icp ok  iter  3 corr  1099 rms 0.0386    4.43 ms | p=(  426.53   272.27  -7.83) v=9.72 m/s [KF]
[lio] t=1317401196.822 | feat 1609/6512 | map   7773 | icp ok  iter 12 corr  1159 rms 0.0851   20.55 ms | p=(  426.74   271.27  -7.75) v=9.78 m/s [KF]
[lio] t=1317401196.925 | feat 1680/6541 | map   7723 | icp ok  iter  5 corr  1279 rms 0.1018    8.70 ms | p=(  426.96   270.28  -7.68) v=9.75 m/s [KF]
[lio] t=1317401197.029 | feat 1643/6498 | map   7686 | icp ok  iter  4 corr  1246 rms 0.0876    7.06 ms | p=(  427.18   269.27  -7.60) v=9.81 m/s [KF]
[lio] t=1317401197.133 | feat 1749/6600 | map   7589 | icp ok  iter  4 corr  1345 rms 0.0517    7.75 ms | p=(  427.41   268.29  -7.53) v=9.75 m/s [KF]
[lio] t=1317401197.237 | feat 1728/6617 | map   7496 | icp ok  iter  4 corr  1351 rms 0.0411    6.70 ms | p=(  427.63   267.30  -7.46) v=9.71 m/s [KF]
[lio] t=1317401197.341 | feat 1786/6694 | map   7418 | icp ok  iter  5 corr  1411 rms 0.0715   10.54 ms | p=(  427.87   266.29  -7.39) v=9.88 m/s [KF]
[lio] t=1317401197.445 | feat 1794/6636 | map   7446 | icp ok  iter  4 corr  1413 rms 0.0688    7.67 ms | p=(  428.10   265.30  -7.32) v=9.78 m/s [KF]
[lio] t=1317401197.549 | feat 1797/6659 | map   7449 | icp ok  iter  4 corr  1428 rms 0.0462    7.69 ms | p=(  428.33   264.33  -7.25) v=9.67 m/s [KF]
[lio] t=1317401197.653 | feat 1767/6664 | map   7416 | icp ok  iter  4 corr  1415 rms 0.0445    7.82 ms | p=(  428.58   263.31  -7.18) v=9.88 m/s [KF]
[lio] t=1317401197.757 | feat 1754/6610 | map   7329 | icp ok  iter  4 corr  1456 rms 0.0427    7.62 ms | p=(  428.81   262.31  -7.12) v=9.82 m/s [KF]
[lio] t=1317401197.861 | feat 1765/6569 | map   7302 | icp ok  iter  4 corr  1471 rms 0.0461    8.04 ms | p=(  429.05   261.30  -7.05) v=9.86 m/s [KF]
[lio] t=1317401197.965 | feat 1724/6472 | map   7251 | icp ok  iter  4 corr  1483 rms 0.0349    7.68 ms | p=(  429.29   260.33  -6.99) v=9.67 m/s [KF]
[lio] t=1317401198.069 | feat 1686/6391 | map   7195 | icp ok  iter  4 corr  1447 rms 0.0404    8.55 ms | p=(  429.53   259.34  -6.93) v=9.69 m/s [KF]
[lio] t=1317401198.173 | feat 1636/6303 | map   7153 | icp ok  iter  4 corr  1416 rms 0.0436    7.09 ms | p=(  429.77   258.37  -6.87) v=9.63 m/s [KF]
[lio] t=1317401198.277 | feat 1693/6339 | map   7140 | icp ok  iter  5 corr  1473 rms 0.0445    9.94 ms | p=(  430.00   257.40  -6.81) v=9.56 m/s
[lio] t=1317401198.381 | feat 1627/6263 | map   7140 | icp ok  iter  3 corr  1432 rms 0.0579    5.89 ms | p=(  430.24   256.39  -6.75) v=9.74 m/s [KF]
[lio] t=1317401198.484 | feat 1614/6129 | map   7101 | icp ok  iter  3 corr  1406 rms 0.0356    5.31 ms | p=(  430.48   255.42  -6.69) v=9.64 m/s [KF]
[lio] t=1317401198.588 | feat 1506/6104 | map   7098 | icp ok  iter  5 corr  1311 rms 0.0503    9.32 ms | p=(  430.71   254.40  -6.63) v=9.83 m/s [KF]
[lio] t=1317401198.692 | feat 1588/6132 | map   7116 | icp ok  iter  4 corr  1431 rms 0.0400    7.06 ms | p=(  430.93   253.46  -6.57) v=9.47 m/s
[lio] t=1317401198.796 | feat 1561/6135 | map   7116 | icp ok  iter  6 corr  1338 rms 0.0626   11.38 ms | p=(  431.16   252.45  -6.50) v=9.65 m/s [KF]
[lio] t=1317401198.900 | feat 1533/6093 | map   7091 | icp ok  iter  5 corr  1322 rms 0.0511    8.79 ms | p=(  431.38   251.50  -6.45) v=9.43 m/s
[lio] t=1317401199.004 | feat 1464/6110 | map   7091 | icp ok  iter  4 corr  1250 rms 0.0486    6.79 ms | p=(  431.61   250.51  -6.38) v=9.55 m/s [KF]
[lio] t=1317401199.108 | feat 1557/6050 | map   7083 | icp ok  iter  5 corr  1342 rms 0.0594    9.27 ms | p=(  431.82   249.59  -6.33) v=9.20 m/s
[lio] t=1317401199.212 | feat 1517/6023 | map   7083 | icp ok  iter  4 corr  1293 rms 0.0628    6.86 ms | p=(  432.04   248.65  -6.27) v=9.16 m/s [KF]
[lio] t=1317401199.316 | feat 1490/6021 | map   7099 | icp ok  iter  3 corr  1267 rms 0.0408    5.31 ms | p=(  432.27   247.70  -6.21) v=9.25 m/s
[lio] t=1317401199.420 | feat 1567/5956 | map   7099 | icp ok  iter  3 corr  1294 rms 0.0796    5.06 ms | p=(  432.48   246.78  -6.15) v=9.07 m/s [KF]
[lio] t=1317401199.524 | feat 1477/6086 | map   7060 | icp ok  iter  4 corr  1198 rms 0.0607    6.76 ms | p=(  432.69   245.84  -6.08) v=9.14 m/s
[lio] t=1317401199.628 | feat 1551/6055 | map   7060 | icp ok  iter  5 corr  1296 rms 0.0693    9.28 ms | p=(  432.90   244.92  -6.03) v=9.02 m/s [KF]
[lio] t=1317401199.731 | feat 1521/6059 | map   7040 | icp ok  iter  4 corr  1264 rms 0.0542    7.00 ms | p=(  433.11   243.98  -5.96) v=9.09 m/s
[lio] t=1317401199.835 | feat 1444/5997 | map   7040 | icp ok  iter  4 corr  1166 rms 0.0498    6.25 ms | p=(  433.31   243.07  -5.90) v=8.93 m/s [KF]
[lio] t=1317401199.939 | feat 1512/6025 | map   6996 | icp ok  iter  6 corr  1245 rms 0.0474   10.01 ms | p=(  433.50   242.20  -5.84) v=8.61 m/s
[lio] t=1317401200.043 | feat 1627/6075 | map   6996 | icp ok  iter  5 corr  1303 rms 0.0502    8.76 ms | p=(  433.70   241.28  -5.78) v=8.79 m/s [KF]
[lio] t=1317401200.147 | feat 1668/6048 | map   7013 | icp ok  iter  5 corr  1389 rms 0.0607    9.63 ms | p=(  433.87   240.41  -5.72) v=8.53 m/s
[lio] t=1317401200.251 | feat 1567/6025 | map   7013 | icp ok  iter  4 corr  1217 rms 0.0648    6.65 ms | p=(  434.07   239.52  -5.66) v=8.59 m/s [KF]
[lio] t=1317401200.355 | feat 1390/5988 | map   7033 | icp ok  iter  4 corr  1140 rms 0.0670    6.04 ms | p=(  434.24   238.63  -5.58) v=8.65 m/s
[lio] t=1317401200.459 | feat 1291/5973 | map   7033 | icp ok  iter  5 corr  1015 rms 0.0499    7.42 ms | p=(  434.42   237.75  -5.53) v=8.56 m/s [KF]
[lio] t=1317401200.563 | feat 1382/5903 | map   6991 | icp ok  iter  5 corr  1175 rms 0.0624    8.14 ms | p=(  434.60   236.88  -5.48) v=8.42 m/s
[lio] t=1317401200.667 | feat 1409/5981 | map   6991 | icp ok  iter  4 corr  1157 rms 0.0694    7.00 ms | p=(  434.78   236.03  -5.42) v=8.32 m/s [KF]
[lio] t=1317401200.771 | feat 1374/5856 | map   7005 | icp ok  iter  4 corr  1181 rms 0.0699    6.73 ms | p=(  434.95   235.16  -5.35) v=8.40 m/s
[lio] t=1317401200.875 | feat 1269/5743 | map   7005 | icp ok  iter  5 corr  1025 rms 0.0603    7.32 ms | p=(  435.09   234.34  -5.30) v=8.02 m/s [KF]
[lio] t=1317401200.979 | feat 1161/5742 | map   7032 | icp ok  iter 12 corr   931 rms 0.0518   17.06 ms | p=(  435.24   233.58  -5.24) v=7.60 m/s
[lio] t=1317401201.082 | feat 1153/5733 | map   7032 | icp ok  iter  5 corr   949 rms 0.0895    6.98 ms | p=(  435.42   232.64  -5.17) v=8.41 m/s [KF]
[lio] t=1317401201.186 | feat 1098/5754 | map   6978 | icp ok  iter  6 corr   926 rms 0.0572    7.56 ms | p=(  435.58   231.89  -5.13) v=7.66 m/s
[lio] t=1317401201.290 | feat 1037/5811 | map   6978 | icp ok  iter  5 corr   850 rms 0.0542    5.72 ms | p=(  435.72   231.07  -5.08) v=7.75 m/s [KF]
[lio] t=1317401201.394 | feat 1107/5781 | map   7020 | icp ok  iter 12 corr   899 rms 0.0609   15.02 ms | p=(  435.87   230.30  -5.02) v=7.52 m/s
[lio] t=1317401201.498 | feat 1060/5878 | map   7020 | icp ok  iter  5 corr   787 rms 0.0685    5.85 ms | p=(  436.03   229.49  -4.97) v=7.69 m/s [KF]
[lio] t=1317401201.602 | feat 1049/5833 | map   7075 | icp ok  iter  4 corr   824 rms 0.0742    4.75 ms | p=(  436.17   228.75  -4.92) v=7.35 m/s
[lio] t=1317401201.706 | feat  991/5809 | map   7075 | icp ok  iter  5 corr   773 rms 0.0681    5.81 ms | p=(  436.32   227.96  -4.87) v=7.47 m/s [KF]
[lio] t=1317401201.810 | feat 1063/5727 | map   7129 | icp ok  iter 12 corr   801 rms 0.0850   12.95 ms | p=(  436.45   227.24  -4.82) v=7.11 m/s
[lio] t=1317401201.914 | feat 1060/5624 | map   7129 | icp ok  iter  3 corr   777 rms 0.0771    3.58 ms | p=(  436.59   226.51  -4.78) v=7.03 m/s [KF]
[lio] t=1317401202.018 | feat  993/5607 | map   7181 | icp ok  iter  5 corr   773 rms 0.0571    5.22 ms | p=(  436.72   225.80  -4.73) v=6.89 m/s
[lio] t=1317401202.122 | feat 1013/5541 | map   7181 | icp ok  iter  4 corr   765 rms 0.0916    4.48 ms | p=(  436.84   225.06  -4.68) v=6.97 m/s [KF]
[lio] t=1317401202.226 | feat  944/5515 | map   7253 | icp ok  iter  3 corr   736 rms 0.1169    3.67 ms | p=(  437.00   224.37  -4.65) v=6.78 m/s
[lio] t=1317401202.330 | feat  989/5529 | map   7253 | icp ok  iter  5 corr   729 rms 0.0722    5.38 ms | p=(  437.13   223.67  -4.61) v=6.72 m/s [KF]
[lio] t=1317401202.434 | feat 1073/5529 | map   7294 | icp ok  iter  4 corr   823 rms 0.1003    5.26 ms | p=(  437.26   222.98  -4.56) v=6.66 m/s
[lio] t=1317401202.538 | feat 1150/5556 | map   7294 | icp ok  iter  3 corr   859 rms 0.1480    4.15 ms | p=(  437.38   222.31  -4.53) v=6.50 m/s [KF]
[lio] t=1317401202.642 | feat 1143/5546 | map   7360 | icp ok  iter  3 corr   907 rms 0.0733    3.82 ms | p=(  437.50   221.65  -4.49) v=6.36 m/s
[lio] t=1317401202.746 | feat 1209/5634 | map   7360 | icp ok  iter  4 corr   968 rms 0.0448    4.86 ms | p=(  437.64   220.98  -4.44) v=6.34 m/s [KF]
[lio] t=1317401202.850 | feat 1175/5550 | map   7408 | icp ok  iter  4 corr   921 rms 0.0694    4.75 ms | p=(  437.76   220.34  -4.41) v=6.17 m/s
[lio] t=1317401202.954 | feat 1143/5483 | map   7408 | icp ok  iter  3 corr   881 rms 0.0865    4.37 ms | p=(  437.88   219.74  -4.38) v=5.91 m/s [KF]
[lio] t=1317401203.058 | feat 1187/5472 | map   7441 | icp ok  iter  5 corr   955 rms 0.0582    6.58 ms | p=(  438.01   219.08  -4.34) v=6.12 m/s
[lio] t=1317401203.162 | feat 1092/5389 | map   7441 | icp ok  iter  3 corr   857 rms 0.0768    3.45 ms | p=(  438.13   218.47  -4.30) v=5.97 m/s [KF]
[lio] t=1317401203.266 | feat 1119/5351 | map   7428 | icp ok  iter  4 corr   892 rms 0.1043    5.25 ms | p=(  438.25   217.88  -4.27) v=5.72 m/s
[lio] t=1317401203.370 | feat 1107/5379 | map   7428 | icp ok  iter  4 corr   878 rms 0.1102    5.23 ms | p=(  438.38   217.27  -4.23) v=5.78 m/s [KF]
[lio] t=1317401203.474 | feat 1105/5391 | map   7394 | icp ok  iter  3 corr   908 rms 0.0552    3.71 ms | p=(  438.49   216.69  -4.20) v=5.65 m/s
[lio] t=1317401203.578 | feat 1047/5354 | map   7394 | icp ok  iter  3 corr   833 rms 0.0906    3.33 ms | p=(  438.61   216.12  -4.17) v=5.51 m/s [KF]
[lio] t=1317401203.682 | feat 1148/5348 | map   7351 | icp ok  iter  4 corr   934 rms 0.0813    5.28 ms | p=(  438.72   215.54  -4.13) v=5.51 m/s
[lio] t=1317401203.786 | feat 1064/5320 | map   7351 | icp ok  iter  4 corr   832 rms 0.1159    5.04 ms | p=(  438.84   214.97  -4.10) v=5.50 m/s [KF]
[lio] t=1317401203.890 | feat 1188/5314 | map   7269 | icp ok  iter  4 corr   976 rms 0.0771    5.09 ms | p=(  438.94   214.41  -4.07) v=5.37 m/s
[lio] t=1317401203.994 | feat 1094/5250 | map   7269 | icp ok  iter  5 corr   869 rms 0.0988    6.43 ms | p=(  439.05   213.88  -4.04) v=5.20 m/s [KF]
[lio] t=1317401204.098 | feat 1113/5252 | map   7202 | icp ok  iter  4 corr   925 rms 0.0487    5.19 ms | p=(  439.17   213.33  -4.01) v=5.26 m/s
[lio] t=1317401204.202 | feat 1061/5260 | map   7202 | icp ok  iter  4 corr   877 rms 0.0652    5.23 ms | p=(  439.28   212.77  -3.98) v=5.34 m/s [KF]
[lio] t=1317401204.306 | feat 1041/5274 | map   7156 | icp ok  iter  4 corr   858 rms 0.0748    4.81 ms | p=(  439.38   212.23  -3.95) v=5.24 m/s
[lio] t=1317401204.410 | feat 1079/5250 | map   7156 | icp ok  iter  6 corr   873 rms 0.1030    8.04 ms | p=(  439.50   211.67  -3.91) v=5.37 m/s [KF]
[lio] t=1317401204.514 | feat 1069/5260 | map   7099 | icp ok  iter  4 corr   874 rms 0.0778    5.28 ms | p=(  439.61   211.14  -3.89) v=5.20 m/s
[lio] t=1317401204.618 | feat 1041/5224 | map   7099 | icp ok  iter  6 corr   832 rms 0.1008    7.68 ms | p=(  439.72   210.62  -3.85) v=5.11 m/s [KF]
[lio] t=1317401204.722 | feat 1018/5218 | map   7006 | icp ok  iter  4 corr   791 rms 0.0543    4.55 ms | p=(  439.83   210.08  -3.82) v=5.17 m/s
[lio] t=1317401204.826 | feat 1004/5188 | map   7006 | icp ok  iter  3 corr   796 rms 0.0704    3.79 ms | p=(  439.94   209.55  -3.79) v=5.13 m/s [KF]
[lio] t=1317401204.930 | feat 1080/5315 | map   6868 | icp ok  iter  4 corr   822 rms 0.0576    4.83 ms | p=(  440.04   209.01  -3.76) v=5.19 m/s
[lio] t=1317401205.034 | feat 1026/5337 | map   6868 | icp ok  iter  3 corr   786 rms 0.0593    3.38 ms | p=(  440.15   208.49  -3.74) v=5.10 m/s [KF]
[lio] t=1317401205.138 | feat 1006/5296 | map   6797 | icp ok  iter  3 corr   793 rms 0.0583    3.27 ms | p=(  440.26   207.96  -3.71) v=5.06 m/s
[lio] t=1317401205.242 | feat  996/5342 | map   6797 | icp ok  iter  5 corr   762 rms 0.0925    5.19 ms | p=(  440.36   207.43  -3.67) v=5.11 m/s [KF]
[lio] t=1317401205.346 | feat 1010/5356 | map   6655 | icp ok  iter  4 corr   788 rms 0.0561    4.30 ms | p=(  440.47   206.92  -3.64) v=5.04 m/s
[lio] t=1317401205.450 | feat  931/5318 | map   6655 | icp ok  iter  4 corr   702 rms 0.0630    4.12 ms | p=(  440.58   206.39  -3.62) v=5.09 m/s [KF]
[lio] t=1317401205.554 | feat  900/5238 | map   6475 | icp ok  iter  4 corr   685 rms 0.0515    3.73 ms | p=(  440.69   205.86  -3.59) v=5.07 m/s
[lio] t=1317401205.658 | feat  897/5220 | map   6475 | icp ok  iter  3 corr   671 rms 0.0869    2.86 ms | p=(  440.81   205.34  -3.56) v=5.06 m/s [KF]
[lio] t=1317401205.762 | feat  886/5230 | map   6381 | icp ok  iter  3 corr   655 rms 0.0668    2.78 ms | p=(  440.90   204.83  -3.53) v=4.97 m/s
[lio] t=1317401205.866 | feat  992/5142 | map   6381 | icp ok  iter  3 corr   724 rms 0.0795    3.47 ms | p=(  441.01   204.31  -3.50) v=5.02 m/s [KF]
[lio] t=1317401205.970 | feat 1048/5140 | map   6284 | icp ok  iter  4 corr   779 rms 0.0843    4.72 ms | p=(  441.13   203.76  -3.46) v=5.19 m/s
[lio] t=1317401206.074 | feat 1097/5137 | map   6284 | icp ok  iter  4 corr   807 rms 0.0969    5.12 ms | p=(  441.23   203.29  -3.44) v=4.78 m/s [KF]
[lio] t=1317401206.178 | feat 1081/5221 | map   6300 | icp ok  iter  3 corr   828 rms 0.0481    3.39 ms | p=(  441.34   202.79  -3.41) v=4.82 m/s
[lio] t=1317401206.282 | feat 1041/5276 | map   6300 | icp ok  iter  5 corr   742 rms 0.0676    5.61 ms | p=(  441.45   202.28  -3.38) v=4.89 m/s [KF]
[lio] t=1317401206.386 | feat 1148/5227 | map   6250 | icp ok  iter  3 corr   844 rms 0.0567    4.05 ms | p=(  441.55   201.77  -3.36) v=4.91 m/s
[lio] t=1317401206.491 | feat 1142/5301 | map   6250 | icp ok  iter  6 corr   831 rms 0.0763    7.66 ms | p=(  441.66   201.28  -3.33) v=4.80 m/s [KF]
[lio] t=1317401206.595 | feat 1227/5335 | map   6279 | icp ok  iter  4 corr   924 rms 0.0596    5.59 ms | p=(  441.78   200.76  -3.30) v=4.98 m/s
[lio] t=1317401206.699 | feat 1152/5338 | map   6279 | icp ok  iter  6 corr   861 rms 0.0500    7.20 ms | p=(  441.88   200.28  -3.27) v=4.76 m/s [KF]
[lio] t=1317401206.803 | feat 1240/5328 | map   6281 | icp ok  iter  5 corr   938 rms 0.0651    7.31 ms | p=(  441.99   199.75  -3.23) v=4.97 m/s
[lio] t=1317401206.907 | feat 1219/5270 | map   6281 | icp ok  iter  3 corr   873 rms 0.0759    4.50 ms | p=(  442.10   199.28  -3.20) v=4.74 m/s [KF]
[lio] t=1317401207.011 | feat 1360/5288 | map   6347 | icp ok  iter  5 corr  1044 rms 0.1147    7.49 ms | p=(  442.20   198.77  -3.16) v=4.89 m/s
[lio] t=1317401207.115 | feat 1317/5411 | map   6347 | icp ok  iter  4 corr   981 rms 0.0824    5.81 ms | p=(  442.31   198.29  -3.11) v=4.75 m/s [KF]
[lio] t=1317401207.219 | feat 1318/5449 | map   6435 | icp ok  iter  4 corr  1017 rms 0.0585    5.66 ms | p=(  442.43   197.80  -3.08) v=4.75 m/s
[lio] t=1317401207.323 | feat 1445/5582 | map   6435 | icp ok  iter  3 corr  1091 rms 0.0871    5.12 ms | p=(  442.54   197.29  -3.05) v=4.91 m/s [KF]
[lio] t=1317401207.427 | feat 1469/5660 | map   6526 | icp ok  iter  3 corr  1122 rms 0.0896    4.96 ms | p=(  442.64   196.80  -3.02) v=4.79 m/s
[lio] t=1317401207.531 | feat 1436/5725 | map   6526 | icp ok  iter  4 corr  1077 rms 0.0576    6.35 ms | p=(  442.75   196.30  -2.98) v=4.85 m/s [KF]
[lio] t=1317401207.635 | feat 1524/5857 | map   6646 | icp ok  iter  4 corr  1162 rms 0.0689    5.95 ms | p=(  442.86   195.80  -2.95) v=4.86 m/s
[lio] t=1317401207.739 | feat 1488/5932 | map   6646 | icp ok  iter  5 corr  1085 rms 0.0822    7.53 ms | p=(  442.97   195.27  -2.91) v=5.06 m/s [KF]
[lio] t=1317401207.843 | feat 1620/6020 | map   6718 | icp ok  iter  3 corr  1231 rms 0.0644    5.19 ms | p=(  443.08   194.77  -2.87) v=4.97 m/s
[lio] t=1317401207.947 | feat 1732/6043 | map   6718 | icp ok  iter  4 corr  1304 rms 0.0655    7.70 ms | p=(  443.18   194.26  -2.84) v=5.00 m/s [KF]
[lio] t=1317401208.051 | feat 1841/6179 | map   6878 | icp ok  iter  5 corr  1422 rms 0.0588   10.91 ms | p=(  443.30   193.73  -2.80) v=5.09 m/s
[lio] t=1317401208.155 | feat 1829/6137 | map   6878 | icp ok  iter  5 corr  1441 rms 0.0810   10.91 ms | p=(  443.39   193.24  -2.77) v=4.89 m/s [KF]
[lio] t=1317401208.259 | feat 1831/6274 | map   7026 | icp ok  iter  5 corr  1478 rms 0.0465   10.82 ms | p=(  443.50   192.72  -2.72) v=5.02 m/s
[lio] t=1317401208.363 | feat 1977/6401 | map   7026 | icp ok  iter  3 corr  1546 rms 0.0530    7.39 ms | p=(  443.60   192.18  -2.69) v=5.13 m/s [KF]
[lio] t=1317401208.467 | feat 2018/6464 | map   7256 | icp ok  iter  3 corr  1643 rms 0.0499    7.60 ms | p=(  443.71   191.66  -2.65) v=5.11 m/s
[lio] t=1317401208.571 | feat 2123/6595 | map   7256 | icp ok  iter  3 corr  1707 rms 0.0571    7.48 ms | p=(  443.80   191.15  -2.62) v=5.01 m/s [KF]
[lio] t=1317401208.675 | feat 2089/6707 | map   7475 | icp ok  iter  4 corr  1770 rms 0.0560   10.10 ms | p=(  443.91   190.61  -2.58) v=5.18 m/s
[lio] t=1317401208.779 | feat 2168/6846 | map   7475 | icp ok  iter  4 corr  1755 rms 0.0518   10.11 ms | p=(  444.01   190.09  -2.55) v=5.08 m/s [KF]
[lio] t=1317401208.883 | feat 2188/6956 | map   7702 | icp ok  iter  3 corr  1793 rms 0.0464    6.90 ms | p=(  444.11   189.56  -2.52) v=5.07 m/s
[lio] t=1317401208.987 | feat 2314/7037 | map   7702 | icp ok  iter  4 corr  1853 rms 0.0608   10.47 ms | p=(  444.21   189.03  -2.48) v=5.13 m/s [KF]
[lio] t=1317401209.091 | feat 2311/7220 | map   7914 | icp ok  iter  3 corr  1892 rms 0.0539    8.82 ms | p=(  444.31   188.51  -2.46) v=5.04 m/s
[lio] t=1317401209.195 | feat 2399/7413 | map   7914 | icp ok  iter  7 corr  1938 rms 0.0484   18.34 ms | p=(  444.41   188.01  -2.43) v=4.92 m/s [KF]
[lio] t=1317401209.299 | feat 2457/7663 | map   8089 | icp ok  iter  3 corr  2004 rms 0.0381    8.16 ms | p=(  444.51   187.48  -2.40) v=4.99 m/s
[lio] t=1317401209.403 | feat 2470/7897 | map   8089 | icp ok  iter  4 corr  1959 rms 0.0619   10.81 ms | p=(  444.61   186.97  -2.38) v=4.98 m/s [KF]
[lio] t=1317401209.507 | feat 2533/8017 | map   8294 | icp ok  iter  5 corr  2055 rms 0.0525   12.56 ms | p=(  444.71   186.47  -2.35) v=4.91 m/s
[lio] t=1317401209.611 | feat 2603/8309 | map   8294 | icp ok  iter  4 corr  2121 rms 0.0493   14.26 ms | p=(  444.80   185.93  -2.33) v=5.03 m/s [KF]
[lio] t=1317401209.715 | feat 2559/8617 | map   8448 | icp ok  iter  4 corr  2024 rms 0.0446   10.52 ms | p=(  444.88   185.43  -2.30) v=4.94 m/s
[lio] t=1317401209.819 | feat 2603/8661 | map   8448 | icp ok  iter  3 corr  2011 rms 0.0382    8.82 ms | p=(  444.96   184.92  -2.27) v=4.88 m/s [KF]
[lio] t=1317401209.923 | feat 2671/8851 | map   8633 | icp ok  iter  4 corr  2108 rms 0.0444   11.85 ms | p=(  445.05   184.40  -2.25) v=4.93 m/s
[lio] t=1317401210.028 | feat 2765/8968 | map   8633 | icp ok  iter  4 corr  2149 rms 0.0911   12.81 ms | p=(  445.12   183.90  -2.22) v=4.85 m/s [KF]
[lio] t=1317401210.132 | feat 2854/9238 | map   8949 | icp ok  iter  4 corr  2276 rms 0.0423   12.51 ms | p=(  445.19   183.40  -2.20) v=4.70 m/s
