[INFO] [1789098663.004232884] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789098663.004316795] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098663.004325119] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098663.004331253] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789098663.004338427] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789098663.004343877] [lidar_inertial_odometer]:   icp    : alpha (point) 0, beta (plane) 1, huber 0.2 m
[INFO] [1789098668.525020541] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098676.951969996] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401283.613 | feat 1450/6804 | map  16156 | icp ok  iter  4 corr  1127 rms 0.0835    8.13 ms | p=(  354.20   -73.67   9.14) v=4.78 m/s
[lio] t=1317401283.717 | feat 1444/6709 | map  16156 | icp ok  iter  4 corr  1092 rms 0.0569    8.00 ms | p=(  354.27   -74.17   9.14) v=4.87 m/s [KF]
[lio] t=1317401283.820 | feat 1608/6731 | map  15926 | icp ok  iter  4 corr  1286 rms 0.0824    9.59 ms | p=(  354.35   -74.72   9.15) v=5.21 m/s
[lio] t=1317401283.924 | feat 1606/6873 | map  15926 | icp ok  iter  5 corr  1332 rms 0.0758   12.55 ms | p=(  354.45   -75.18   9.14) v=4.89 m/s [KF]
[lio] t=1317401284.028 | feat 1422/6628 | map  15667 | icp ok  iter  5 corr  1140 rms 0.0559   10.22 ms | p=(  354.55   -75.75   9.14) v=5.38 m/s
[lio] t=1317401284.132 | feat 1361/6553 | map  15667 | icp ok  iter  4 corr  1058 rms 0.0680    7.65 ms | p=(  354.68   -76.25   9.15) v=5.24 m/s [KF]
[lio] t=1317401284.236 | feat 1412/6527 | map  15304 | icp ok  iter  4 corr  1154 rms 0.0914    8.13 ms | p=(  354.83   -76.83   9.17) v=5.58 m/s
[lio] t=1317401284.340 | feat 1336/6588 | map  15304 | icp ok  iter  5 corr  1076 rms 0.0774    9.62 ms | p=(  354.97   -77.39   9.18) v=5.66 m/s [KF]
[lio] t=1317401284.444 | feat 1274/6595 | map  15010 | icp ok  iter  5 corr  1068 rms 0.0702   10.38 ms | p=(  355.12   -77.92   9.18) v=5.51 m/s
[lio] t=1317401284.548 | feat 1323/6560 | map  15010 | icp ok  iter  6 corr  1092 rms 0.0703   12.13 ms | p=(  355.29   -78.57   9.18) v=6.19 m/s [KF]
[lio] t=1317401284.652 | feat 1283/6470 | map  14693 | icp ok  iter  6 corr  1064 rms 0.0724   11.31 ms | p=(  355.44   -79.13   9.16) v=5.88 m/s
[lio] t=1317401284.756 | feat 1195/6470 | map  14693 | icp ok  iter  4 corr   963 rms 0.0796    7.19 ms | p=(  355.61   -79.73   9.17) v=6.01 m/s [KF]
[lio] t=1317401284.860 | feat 1174/6499 | map  14313 | icp ok  iter  4 corr   954 rms 0.0671    7.31 ms | p=(  355.76   -80.36   9.17) v=6.22 m/s
[lio] t=1317401284.964 | feat 1183/6434 | map  14313 | icp ok  iter 12 corr   959 rms 0.0577   20.51 ms | p=(  355.94   -81.06   9.19) v=6.67 m/s [KF]
[lio] t=1317401285.068 | feat 1226/6466 | map  13974 | icp ok  iter  5 corr   966 rms 0.0656    8.70 ms | p=(  356.09   -81.68   9.20) v=6.39 m/s
[lio] t=1317401285.172 | feat 1218/6615 | map  13974 | icp ok  iter  4 corr   977 rms 0.0583    7.60 ms | p=(  356.26   -82.39   9.22) v=6.82 m/s [KF]
[lio] t=1317401285.276 | feat 1212/6474 | map  13493 | icp ok  iter  3 corr  1049 rms 0.0555    5.47 ms | p=(  356.40   -83.07   9.23) v=6.76 m/s
[lio] t=1317401285.380 | feat 1249/6585 | map  13493 | icp ok  iter  4 corr  1037 rms 0.0695    8.11 ms | p=(  356.55   -83.77   9.23) v=6.90 m/s [KF]
[lio] t=1317401285.484 | feat 1361/6656 | map  12982 | icp ok  iter  4 corr  1158 rms 0.0572    7.88 ms | p=(  356.67   -84.47   9.23) v=6.87 m/s
[lio] t=1317401285.588 | feat 1187/6377 | map  12982 | icp ok  iter  4 corr   985 rms 0.0676    6.54 ms | p=(  356.82   -85.18   9.24) v=6.95 m/s [KF]
[lio] t=1317401285.692 | feat 1097/6507 | map  12477 | icp ok  iter  4 corr   883 rms 0.0578    5.70 ms | p=(  356.96   -85.89   9.24) v=6.98 m/s
[lio] t=1317401285.796 | feat 1224/6506 | map  12477 | icp ok  iter  4 corr   985 rms 0.0582    6.77 ms | p=(  357.09   -86.59   9.26) v=6.88 m/s [KF]
[lio] t=1317401285.900 | feat 1210/6495 | map  11988 | icp ok  iter  5 corr  1040 rms 0.0582    8.82 ms | p=(  357.22   -87.30   9.27) v=6.87 m/s
[lio] t=1317401286.004 | feat 1143/6494 | map  11988 | icp ok  iter  4 corr   937 rms 0.0591    6.83 ms | p=(  357.36   -88.04   9.28) v=7.14 m/s [KF]
[lio] t=1317401286.108 | feat 1173/6511 | map  11509 | icp ok  iter  5 corr   983 rms 0.0541    8.35 ms | p=(  357.47   -88.72   9.28) v=6.79 m/s
[lio] t=1317401286.212 | feat 1126/6431 | map  11509 | icp ok  iter  5 corr   907 rms 0.0596    8.86 ms | p=(  357.60   -89.44   9.30) v=6.92 m/s [KF]
[lio] t=1317401286.316 | feat 1161/6501 | map  10979 | icp ok  iter  4 corr   974 rms 0.0758    6.30 ms | p=(  357.72   -90.17   9.30) v=7.01 m/s
[lio] t=1317401286.419 | feat 1120/6524 | map  10979 | icp ok  iter  3 corr   938 rms 0.0617    5.15 ms | p=(  357.85   -90.90   9.31) v=7.11 m/s [KF]
[lio] t=1317401286.523 | feat 1157/6466 | map  10311 | icp ok  iter  5 corr   975 rms 0.0837    8.39 ms | p=(  357.97   -91.57   9.32) v=6.74 m/s
[lio] t=1317401286.627 | feat 1080/6407 | map  10311 | icp ok  iter  4 corr   867 rms 0.0588    6.45 ms | p=(  358.09   -92.27   9.31) v=6.77 m/s [KF]
[lio] t=1317401286.731 | feat 1212/6362 | map   9785 | icp ok  iter  4 corr  1027 rms 0.0508    6.65 ms | p=(  358.23   -93.02   9.33) v=7.06 m/s
[lio] t=1317401286.835 | feat 1140/6308 | map   9785 | icp ok  iter  4 corr   927 rms 0.0576    6.37 ms | p=(  358.34   -93.69   9.34) v=6.75 m/s [KF]
[lio] t=1317401286.939 | feat 1097/6348 | map   9152 | icp ok  iter  4 corr   908 rms 0.0679    5.79 ms | p=(  358.48   -94.45   9.37) v=7.11 m/s
[lio] t=1317401287.043 | feat 1123/6430 | map   9152 | icp ok  iter  5 corr   921 rms 0.0682    7.47 ms | p=(  358.59   -95.10   9.36) v=6.64 m/s [KF]
[lio] t=1317401287.146 | feat 1062/6342 | map   8419 | icp ok  iter  3 corr   903 rms 0.0515    4.54 ms | p=(  358.71   -95.82   9.37) v=6.84 m/s
[lio] t=1317401287.250 | feat 1084/6283 | map   8419 | icp ok  iter  4 corr   879 rms 0.0556    6.04 ms | p=(  358.84   -96.51   9.37) v=6.79 m/s [KF]
[lio] t=1317401287.354 | feat 1250/6338 | map   8017 | icp ok  iter  3 corr  1027 rms 0.0694    5.32 ms | p=(  358.97   -97.21   9.39) v=6.79 m/s
[lio] t=1317401287.458 | feat 1204/6448 | map   8017 | icp ok  iter  3 corr   944 rms 0.0532    4.59 ms | p=(  359.10   -97.90   9.40) v=6.71 m/s [KF]
[lio] t=1317401287.562 | feat 1224/6544 | map   7693 | icp ok  iter  4 corr  1022 rms 0.0503    6.63 ms | p=(  359.23   -98.60   9.40) v=6.76 m/s
[lio] t=1317401287.666 | feat 1338/6680 | map   7693 | icp ok  iter  3 corr  1084 rms 0.0597    5.34 ms | p=(  359.35   -99.29   9.41) v=6.69 m/s [KF]
[lio] t=1317401287.770 | feat 1235/6751 | map   7353 | icp ok  iter  4 corr  1023 rms 0.0623    7.07 ms | p=(  359.49   -99.97   9.42) v=6.70 m/s
[lio] t=1317401287.874 | feat 1264/6787 | map   7353 | icp ok  iter  4 corr  1024 rms 0.0588    6.53 ms | p=(  359.62  -100.66   9.42) v=6.70 m/s [KF]
[lio] t=1317401287.978 | feat 1134/6743 | map   7143 | icp ok  iter  5 corr   896 rms 0.0592    7.30 ms | p=(  359.75  -101.33   9.42) v=6.60 m/s
[lio] t=1317401288.082 | feat 1134/6856 | map   7143 | icp ok  iter  4 corr   877 rms 0.0726    6.54 ms | p=(  359.88  -102.00   9.44) v=6.55 m/s [KF]
[lio] t=1317401288.185 | feat 1155/7221 | map   6946 | icp ok  iter  3 corr   933 rms 0.0532    5.00 ms | p=(  360.02  -102.68   9.46) v=6.56 m/s
[lio] t=1317401288.289 | feat 1260/7392 | map   6946 | icp ok  iter  3 corr   977 rms 0.0468    5.17 ms | p=(  360.16  -103.36   9.47) v=6.63 m/s [KF]
[lio] t=1317401288.393 | feat 1249/7318 | map   6865 | icp ok  iter  4 corr  1011 rms 0.0540    6.95 ms | p=(  360.30  -104.06   9.48) v=6.76 m/s
[lio] t=1317401288.497 | feat 1261/7246 | map   6865 | icp ok  iter  4 corr  1011 rms 0.0541    7.02 ms | p=(  360.43  -104.72   9.50) v=6.58 m/s [KF]
[lio] t=1317401288.601 | feat 1308/7085 | map   6784 | icp ok  iter  3 corr  1057 rms 0.0903    5.45 ms | p=(  360.55  -105.41   9.51) v=6.63 m/s
[lio] t=1317401288.705 | feat 1299/6854 | map   6784 | icp ok  iter  3 corr  1011 rms 0.0858    5.23 ms | p=(  360.68  -106.08   9.53) v=6.59 m/s [KF]
[lio] t=1317401288.809 | feat 1383/6780 | map   6785 | icp ok  iter  4 corr  1070 rms 0.0542    7.30 ms | p=(  360.82  -106.76   9.55) v=6.61 m/s
[lio] t=1317401288.913 | feat 1362/6517 | map   6785 | icp ok  iter  4 corr  1043 rms 0.0642    6.93 ms | p=(  360.95  -107.42   9.57) v=6.52 m/s [KF]
[lio] t=1317401289.017 | feat 1274/6349 | map   6800 | icp ok  iter  3 corr  1018 rms 0.0699    5.54 ms | p=(  361.08  -108.11   9.60) v=6.63 m/s
[lio] t=1317401289.121 | feat 1302/6041 | map   6800 | icp ok  iter  4 corr  1035 rms 0.0840    7.63 ms | p=(  361.21  -108.77   9.61) v=6.48 m/s [KF]
[lio] t=1317401289.225 | feat 1307/5785 | map   6740 | icp ok  iter  3 corr  1018 rms 0.0628    5.62 ms | p=(  361.32  -109.44   9.62) v=6.51 m/s
[lio] t=1317401289.329 | feat 1337/5754 | map   6740 | icp ok  iter  3 corr  1068 rms 0.0553    6.20 ms | p=(  361.46  -110.13   9.64) v=6.67 m/s [KF]
[lio] t=1317401289.433 | feat 1269/5571 | map   6726 | icp ok  iter  5 corr  1042 rms 0.0474    8.82 ms | p=(  361.59  -110.79   9.64) v=6.51 m/s
[lio] t=1317401289.537 | feat 1209/5564 | map   6726 | icp ok  iter  4 corr   953 rms 0.0486    6.60 ms | p=(  361.70  -111.49   9.69) v=6.66 m/s [KF]
[lio] t=1317401289.641 | feat 1305/5643 | map   6693 | icp ok  iter  3 corr  1056 rms 0.0517    5.69 ms | p=(  361.84  -112.13   9.69) v=6.43 m/s
[lio] t=1317401289.745 | feat 1213/5565 | map   6693 | icp ok  iter  4 corr   987 rms 0.0493    6.56 ms | p=(  361.97  -112.79   9.70) v=6.42 m/s [KF]
[lio] t=1317401289.849 | feat 1281/5646 | map   6615 | icp ok  iter  4 corr  1072 rms 0.0630    7.49 ms | p=(  362.10  -113.46   9.72) v=6.49 m/s
[lio] t=1317401289.953 | feat 1330/5634 | map   6615 | icp ok  iter  3 corr  1107 rms 0.0647    6.01 ms | p=(  362.22  -114.11   9.72) v=6.43 m/s [KF]
[lio] t=1317401290.057 | feat 1266/5639 | map   6604 | icp ok  iter  4 corr  1074 rms 0.0421    7.64 ms | p=(  362.36  -114.80   9.75) v=6.58 m/s
[lio] t=1317401290.161 | feat 1270/5576 | map   6604 | icp ok  iter  3 corr  1036 rms 0.0757    6.13 ms | p=(  362.49  -115.48   9.74) v=6.61 m/s [KF]
[lio] t=1317401290.265 | feat 1316/5539 | map   6603 | icp ok  iter  4 corr  1116 rms 0.0726    7.85 ms | p=(  362.61  -116.13   9.76) v=6.43 m/s
[lio] t=1317401290.369 | feat 1218/5453 | map   6603 | icp ok  iter  3 corr  1002 rms 0.0787    5.40 ms | p=(  362.73  -116.80   9.78) v=6.52 m/s [KF]
[lio] t=1317401290.473 | feat 1190/5477 | map   6621 | icp ok  iter  3 corr   970 rms 0.0764    5.30 ms | p=(  362.84  -117.47   9.81) v=6.50 m/s
[lio] t=1317401290.577 | feat 1216/5416 | map   6621 | icp ok  iter  3 corr   992 rms 0.0735    5.64 ms | p=(  362.98  -118.11   9.81) v=6.37 m/s [KF]
[lio] t=1317401290.681 | feat 1108/5391 | map   6608 | icp ok  iter  3 corr   921 rms 0.0480    4.87 ms | p=(  363.11  -118.80   9.82) v=6.56 m/s
[lio] t=1317401290.784 | feat 1100/5364 | map   6608 | icp ok  iter  2 corr   890 rms 0.0662    3.24 ms | p=(  363.23  -119.46   9.84) v=6.49 m/s [KF]
[lio] t=1317401290.888 | feat 1103/5286 | map   6628 | icp ok  iter  4 corr   875 rms 0.0631    6.84 ms | p=(  363.34  -120.12   9.85) v=6.44 m/s
[lio] t=1317401290.992 | feat  976/5232 | map   6628 | icp ok  iter  4 corr   787 rms 0.0643    5.69 ms | p=(  363.47  -120.79   9.87) v=6.50 m/s [KF]
[lio] t=1317401291.096 | feat 1087/5312 | map   6594 | icp ok  iter  5 corr   889 rms 0.0635    7.36 ms | p=(  363.60  -121.47   9.89) v=6.55 m/s
[lio] t=1317401291.200 | feat  974/5328 | map   6594 | icp ok  iter  4 corr   748 rms 0.0528    5.24 ms | p=(  363.72  -122.10   9.89) v=6.32 m/s [KF]
[lio] t=1317401291.304 | feat 1011/5315 | map   6602 | icp ok  iter  5 corr   825 rms 0.0539    6.87 ms | p=(  363.85  -122.77   9.91) v=6.52 m/s
[lio] t=1317401291.408 | feat 1053/5406 | map   6602 | icp ok  iter  4 corr   852 rms 0.0658    5.86 ms | p=(  363.98  -123.44   9.92) v=6.51 m/s [KF]
[lio] t=1317401291.512 | feat 1059/5314 | map   6636 | icp ok  iter  3 corr   867 rms 0.0479    4.53 ms | p=(  364.10  -124.10   9.95) v=6.48 m/s
[lio] t=1317401291.616 | feat 1099/5257 | map   6636 | icp ok  iter  3 corr   876 rms 0.0420    4.81 ms | p=(  364.22  -124.75   9.96) v=6.38 m/s [KF]
[lio] t=1317401291.720 | feat 1069/5320 | map   6686 | icp ok  iter  4 corr   874 rms 0.0616    6.25 ms | p=(  364.36  -125.41   9.98) v=6.38 m/s
[lio] t=1317401291.824 | feat  973/5334 | map   6686 | icp ok  iter  4 corr   757 rms 0.0667    5.39 ms | p=(  364.48  -126.07   9.99) v=6.46 m/s [KF]
[lio] t=1317401291.927 | feat 1067/5323 | map   6721 | icp ok  iter  4 corr   858 rms 0.0996    6.21 ms | p=(  364.60  -126.73  10.00) v=6.44 m/s
[lio] t=1317401292.031 | feat  887/5280 | map   6721 | icp ok  iter  4 corr   684 rms 0.0555    4.72 ms | p=(  364.73  -127.40  10.01) v=6.47 m/s [KF]
[lio] t=1317401292.135 | feat  858/5189 | map   6703 | icp ok  iter  4 corr   662 rms 0.0563    4.50 ms | p=(  364.86  -128.05  10.01) v=6.45 m/s
[lio] t=1317401292.239 | feat  962/5256 | map   6703 | icp ok  iter  3 corr   716 rms 0.0720    4.23 ms | p=(  364.99  -128.72  10.03) v=6.51 m/s [KF]
[lio] t=1317401292.343 | feat 1098/5185 | map   6727 | icp ok  iter  4 corr   873 rms 0.0626    6.65 ms | p=(  365.11  -129.38  10.07) v=6.40 m/s
[lio] t=1317401292.447 | feat 1065/5104 | map   6727 | icp ok  iter  5 corr   853 rms 0.0716    7.75 ms | p=(  365.23  -130.03  10.08) v=6.40 m/s [KF]
[lio] t=1317401292.551 | feat 1068/5225 | map   6728 | icp ok  iter  4 corr   880 rms 0.0456    5.82 ms | p=(  365.35  -130.69  10.07) v=6.39 m/s
[lio] t=1317401292.655 | feat 1116/5189 | map   6728 | icp ok  iter  3 corr   884 rms 0.0669    5.27 ms | p=(  365.48  -131.37  10.07) v=6.54 m/s [KF]
[lio] t=1317401292.759 | feat 1119/5184 | map   6672 | icp ok  iter  4 corr   894 rms 0.0649    6.02 ms | p=(  365.59  -132.03  10.08) v=6.52 m/s
[lio] t=1317401292.863 | feat 1236/5301 | map   6672 | icp ok  iter  4 corr  1070 rms 0.0759    7.44 ms | p=(  365.71  -132.69  10.11) v=6.41 m/s [KF]
[lio] t=1317401292.967 | feat 1165/5252 | map   6545 | icp ok  iter  3 corr   982 rms 0.0425    5.18 ms | p=(  365.83  -133.36  10.12) v=6.53 m/s
[lio] t=1317401293.071 | feat 1042/5163 | map   6545 | icp ok  iter  3 corr   877 rms 0.0653    4.88 ms | p=(  365.95  -134.03  10.12) v=6.53 m/s [KF]
[lio] t=1317401293.175 | feat 1135/5171 | map   6428 | icp ok  iter  3 corr   949 rms 0.0962    5.66 ms | p=(  366.05  -134.70  10.14) v=6.51 m/s
[lio] t=1317401293.279 | feat 1028/5207 | map   6428 | icp ok  iter  3 corr   856 rms 0.0538    4.68 ms | p=(  366.16  -135.35  10.15) v=6.37 m/s [KF]
[lio] t=1317401293.383 | feat 1039/5227 | map   6346 | icp ok  iter  4 corr   863 rms 0.0510    5.38 ms | p=(  366.29  -136.03  10.17) v=6.50 m/s
[lio] t=1317401293.487 | feat 1076/5354 | map   6346 | icp ok  iter  5 corr   855 rms 0.0939    7.61 ms | p=(  366.40  -136.65  10.18) v=6.24 m/s [KF]
[lio] t=1317401293.591 | feat  846/5495 | map   6354 | icp ok  iter  5 corr   671 rms 0.0564    6.18 ms | p=(  366.53  -137.32  10.18) v=6.45 m/s
[lio] t=1317401293.695 | feat  904/5713 | map   6354 | icp ok  iter  3 corr   739 rms 0.0712    4.46 ms | p=(  366.65  -138.04  10.20) v=6.80 m/s [KF]
[lio] t=1317401293.798 | feat  963/5882 | map   6289 | icp ok  iter  4 corr   798 rms 0.0652    5.63 ms | p=(  366.78  -138.70  10.21) v=6.56 m/s
[lio] t=1317401293.902 | feat  966/5967 | map   6289 | icp ok  iter  4 corr   802 rms 0.0943    6.14 ms | p=(  366.89  -139.35  10.25) v=6.43 m/s [KF]
[lio] t=1317401294.006 | feat  923/5968 | map   6282 | icp ok  iter  3 corr   771 rms 0.0751    4.29 ms | p=(  367.02  -140.02  10.26) v=6.49 m/s
[lio] t=1317401294.110 | feat  950/6015 | map   6282 | icp ok  iter  4 corr   764 rms 0.0991    5.56 ms | p=(  367.14  -140.69  10.27) v=6.51 m/s [KF]
[lio] t=1317401294.214 | feat  885/5847 | map   6234 | icp ok  iter  4 corr   758 rms 0.0734    4.95 ms | p=(  367.26  -141.35  10.27) v=6.48 m/s
[lio] t=1317401294.318 | feat  944/5834 | map   6234 | icp ok  iter  5 corr   752 rms 0.0854    6.83 ms | p=(  367.39  -142.02  10.28) v=6.49 m/s [KF]
[lio] t=1317401294.422 | feat 1076/5689 | map   6243 | icp ok  iter  4 corr   906 rms 0.0636    6.51 ms | p=(  367.49  -142.69  10.29) v=6.53 m/s
[lio] t=1317401294.526 | feat 1001/5592 | map   6243 | icp ok  iter  4 corr   831 rms 0.0656    6.16 ms | p=(  367.62  -143.35  10.31) v=6.46 m/s [KF]
[lio] t=1317401294.630 | feat  913/5632 | map   6236 | icp ok  iter  4 corr   796 rms 0.0758    5.28 ms | p=(  367.74  -144.02  10.34) v=6.51 m/s
[lio] t=1317401294.734 | feat  704/5407 | map   6236 | icp ok  iter  4 corr   579 rms 0.0758    4.17 ms | p=(  367.86  -144.66  10.33) v=6.33 m/s [KF]
[lio] t=1317401294.838 | feat  731/5154 | map   6179 | icp ok  iter  4 corr   614 rms 0.0905    4.29 ms | p=(  368.00  -145.35  10.33) v=6.56 m/s
[lio] t=1317401294.942 | feat  769/5121 | map   6179 | icp ok  iter  4 corr   584 rms 0.1020    4.28 ms | p=(  368.10  -146.01  10.33) v=6.49 m/s [KF]
[lio] t=1317401295.046 | feat  751/5209 | map   6231 | icp ok  iter  4 corr   604 rms 0.0511    4.09 ms | p=(  368.22  -146.66  10.36) v=6.38 m/s
[lio] t=1317401295.150 | feat  798/5060 | map   6231 | icp ok  iter  4 corr   665 rms 0.0559    5.13 ms | p=(  368.35  -147.33  10.37) v=6.44 m/s [KF]
[lio] t=1317401295.254 | feat  875/4931 | map   6153 | icp ok  iter  4 corr   716 rms 0.0621    5.29 ms | p=(  368.48  -147.98  10.40) v=6.41 m/s
[lio] t=1317401295.357 | feat  781/4862 | map   6153 | icp ok  iter  4 corr   608 rms 0.0747    4.19 ms | p=(  368.60  -148.62  10.41) v=6.24 m/s [KF]
[lio] t=1317401295.461 | feat  700/4831 | map   6090 | icp ok  iter  4 corr   576 rms 0.0485    3.72 ms | p=(  368.72  -149.26  10.43) v=6.27 m/s
[lio] t=1317401295.565 | feat  813/4926 | map   6090 | icp ok  iter  4 corr   632 rms 0.0600    4.26 ms | p=(  368.82  -149.93  10.44) v=6.40 m/s [KF]
[lio] t=1317401295.669 | feat  779/4945 | map   6034 | icp ok  iter  6 corr   635 rms 0.0720    6.72 ms | p=(  368.95  -150.57  10.46) v=6.28 m/s
[lio] t=1317401295.773 | feat  836/5057 | map   6034 | icp ok  iter  4 corr   647 rms 0.0640    4.42 ms | p=(  369.08  -151.23  10.48) v=6.34 m/s [KF]
[lio] t=1317401295.877 | feat  892/5082 | map   5976 | icp ok  iter  4 corr   740 rms 0.0555    4.94 ms | p=(  369.21  -151.86  10.50) v=6.22 m/s
[lio] t=1317401295.981 | feat 1006/5088 | map   5976 | icp ok  iter  4 corr   828 rms 0.1137    6.24 ms | p=(  369.33  -152.47  10.52) v=6.03 m/s [KF]
[lio] t=1317401296.085 | feat 1052/5015 | map   6023 | icp ok  iter  3 corr   854 rms 0.0473    4.50 ms | p=(  369.43  -153.10  10.53) v=6.03 m/s
[lio] t=1317401296.189 | feat 1072/5114 | map   6023 | icp ok  iter  5 corr   888 rms 0.0585    7.00 ms | p=(  369.54  -153.73  10.54) v=6.09 m/s [KF]
[lio] t=1317401296.293 | feat 1065/5170 | map   6058 | icp ok  iter  3 corr   883 rms 0.0489    4.54 ms | p=(  369.66  -154.34  10.55) v=5.94 m/s
[lio] t=1317401296.397 | feat 1136/5172 | map   6058 | icp ok  iter  3 corr   982 rms 0.0551    5.28 ms | p=(  369.77  -154.94  10.57) v=5.78 m/s [KF]
[lio] t=1317401296.501 | feat 1084/5261 | map   6143 | icp ok  iter  3 corr   941 rms 0.0492    4.85 ms | p=(  369.87  -155.50  10.58) v=5.48 m/s
[lio] t=1317401296.605 | feat 1184/5368 | map   6143 | icp ok  iter  6 corr  1027 rms 0.0611   10.21 ms | p=(  369.98  -156.10  10.59) v=5.57 m/s [KF]
[lio] t=1317401296.709 | feat 1272/5557 | map   6212 | icp ok  iter  4 corr  1106 rms 0.0501    6.83 ms | p=(  370.06  -156.64  10.60) v=5.26 m/s
[lio] t=1317401296.813 | feat 1315/5611 | map   6212 | icp ok  iter  4 corr  1139 rms 0.0491    7.52 ms | p=(  370.15  -157.19  10.62) v=5.16 m/s [KF]
[lio] t=1317401296.917 | feat 1331/5585 | map   6240 | icp ok  iter  4 corr  1182 rms 0.0547    7.59 ms | p=(  370.25  -157.71  10.62) v=5.00 m/s
[lio] t=1317401297.021 | feat 1398/5633 | map   6240 | icp ok  iter  4 corr  1218 rms 0.0634    8.24 ms | p=(  370.33  -158.20  10.63) v=4.66 m/s [KF]
[lio] t=1317401297.125 | feat 1369/5631 | map   6285 | icp ok  iter  4 corr  1216 rms 0.0544    7.50 ms | p=(  370.43  -158.66  10.64) v=4.42 m/s
[lio] t=1317401297.229 | feat 1348/5701 | map   6285 | icp ok  iter  4 corr  1151 rms 0.0401    7.56 ms | p=(  370.49  -159.09  10.66) v=4.15 m/s
[lio] t=1317401297.333 | feat 1415/5702 | map   6285 | icp ok  iter  3 corr  1187 rms 0.0570    6.16 ms | p=(  370.56  -159.53  10.67) v=4.06 m/s [KF]
[lio] t=1317401297.437 | feat 1409/5754 | map   6430 | icp ok  iter  3 corr  1292 rms 0.0517    6.53 ms | p=(  370.63  -159.94  10.68) v=3.90 m/s
[lio] t=1317401297.541 | feat 1427/5693 | map   6430 | icp ok  iter  3 corr  1276 rms 0.0460    6.67 ms | p=(  370.71  -160.32  10.68) v=3.72 m/s
[lio] t=1317401297.645 | feat 1467/5786 | map   6430 | icp ok  iter  5 corr  1266 rms 0.0935   10.94 ms | p=(  370.77  -160.70  10.68) v=3.59 m/s [KF]
[lio] t=1317401297.749 | feat 1506/5847 | map   6571 | icp ok  iter  2 corr  1359 rms 0.0829    5.04 ms | p=(  370.83  -161.06  10.69) v=3.40 m/s
[lio] t=1317401297.853 | feat 1406/5741 | map   6571 | icp ok  iter  3 corr  1265 rms 0.0852    6.47 ms | p=(  370.88  -161.41  10.70) v=3.27 m/s
[lio] t=1317401297.957 | feat 1315/5671 | map   6571 | icp ok  iter  3 corr  1152 rms 0.0653    5.89 ms | p=(  370.94  -161.74  10.71) v=3.05 m/s [KF]
[lio] t=1317401298.061 | feat 1377/5744 | map   6660 | icp ok  iter  3 corr  1246 rms 0.0587    6.21 ms | p=(  370.99  -162.04  10.72) v=2.88 m/s
[lio] t=1317401298.165 | feat 1286/5768 | map   6660 | icp ok  iter  4 corr  1146 rms 0.0636    7.39 ms | p=(  371.04  -162.33  10.73) v=2.68 m/s
[lio] t=1317401298.269 | feat 1343/5780 | map   6660 | icp ok  iter  3 corr  1193 rms 0.0549    6.05 ms | p=(  371.08  -162.60  10.74) v=2.46 m/s
[lio] t=1317401298.373 | feat 1348/5879 | map   6660 | icp ok  iter  3 corr  1186 rms 0.0600    6.23 ms | p=(  371.13  -162.84  10.74) v=2.28 m/s [KF]
[lio] t=1317401298.477 | feat 1336/5929 | map   6740 | icp ok  iter  3 corr  1219 rms 0.0445    6.04 ms | p=(  371.16  -163.06  10.73) v=2.00 m/s
[lio] t=1317401298.581 | feat 1296/5999 | map   6740 | icp ok  iter  5 corr  1199 rms 0.0516    9.52 ms | p=(  371.20  -163.26  10.74) v=1.86 m/s
[lio] t=1317401298.685 | feat 1304/6006 | map   6740 | icp ok  iter  3 corr  1191 rms 0.0551    6.52 ms | p=(  371.24  -163.45  10.73) v=1.70 m/s
[lio] t=1317401298.789 | feat 1462/6106 | map   6740 | icp ok  iter  3 corr  1334 rms 0.0697    7.31 ms | p=(  371.29  -163.61  10.74) v=1.56 m/s
[lio] t=1317401298.892 | feat 1508/6240 | map   6740 | icp ok  iter  4 corr  1387 rms 0.0819   10.31 ms | p=(  371.33  -163.78  10.74) v=1.55 m/s
[lio] t=1317401298.996 | feat 1502/6336 | map   6740 | icp ok  iter  3 corr  1380 rms 0.0874    7.53 ms | p=(  371.36  -163.93  10.74) v=1.51 m/s [KF]
[lio] t=1317401299.100 | feat 1559/6254 | map   6852 | icp ok  iter  4 corr  1420 rms 0.0668   10.41 ms | p=(  371.38  -164.07  10.74) v=1.38 m/s
[lio] t=1317401299.204 | feat 1617/6391 | map   6852 | icp ok  iter  4 corr  1401 rms 0.0685   10.74 ms | p=(  371.43  -164.24  10.75) v=1.59 m/s
